i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,411320,187658,10116,1873697,176512,78630
2,239899,136048,7248,1829195,170694,71216
3,48444,151739,8785,1756691,201759,165624
4,23839,160785,8780,21514597,186304,82504
5,22923,136441,7309,1663772,178676,79170
6,22207,140511,7742,1681187,172423,79513
7,22429,138776,7760,1668457,176333,78580
8,22445,136854,10217,2236707,178647,78022
9,21832,140638,17246,1919987,171300,79463
10,22136,141020,6939,1736187,173709,80160
11,21781,148354,6790,1656411,173484,78542
