i,sstep,lambdastep,gammastep,wstep,loss
1,223095,24847321,308818532,4185128,43587
2,364715,92507969,350563764,4051864,46777
3,315922,43141043,306570453,4257334,44234
4,490506,74607740,327202881,4084677,46514
5,312459,42123347,353074342,3999726,46979
6,313131,41787709,357000739,3995383,56187
7,322200,43605865,345567292,4015551,54142
8,316204,43005484,341974408,4047254,42695
9,316848,39981239,328297335,4006070,45735
10,316161,72896549,320751934,4007787,46226
11,309015,42062825,351751311,3999041,49160
12,322253,42874666,357212751,4019388,52698
13,356372,40442266,365709996,4061298,45876
