i,sstep,lambdastep,gammastep,wstep,loss
1,3820311,49874674,513002873,3668934,64561
2,12440295,340810053,548649419,3581848,62939
3,11107387,406244274,543069883,3777334,67463
4,10792776,232540917,533313496,4626759,79332
5,10285400,249412078,537081020,4102562,66230
6,348735351,450161387,517243383,4333518,67102
7,174735919,237507690,547590221,4206910,65723
8,362343910,238873485,536814311,4180074,68436
9,176676034,240975739,533367850,4211589,68520
10,148487045,240733674,539383568,4175445,70521
11,190641153,241067432,545785668,4134627,80388
12,190643903,241138465,539483221,4085998,67549
13,308373539,239591876,539092260,4071887,64697
14,149027591,261598323,511893685,4167665,63951
15,161768991,262680084,511197002,4080428,64068
