i,sstep,lambdastep,gammastep,wstep,loss
1,356031944,162333306,1052286483,4426387,20892081
2,184304843,855335090,1071446393,4485742,81309
3,180394508,320923667,989186453,4147836,80567
4,184038595,430824309,1054347383,4538952,82391
5,190897763,504300803,1055715315,4210844,84172
6,213754873,518951940,1059667774,4182412,81779
7,181532416,490327814,1073563754,4356272,99787
8,206302102,505110349,1049281304,4132891,77064
9,186565233,508716066,1050978135,4143235,79741
10,192714912,526325957,1051843559,4177337,95171
11,206901256,504972024,1060120185,4177350,80855
12,400280056,521790681,1065807893,4198205,84330
13,162872995,489195607,1080603023,4349645,84975
