i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,863442,291395,15828,2719981,275129,78964
2,148891,159227,11632,2172557,221260,91070
3,102588,163465,9713,2583570,184267,66240
4,55416,397699,10086,2338467,215726,140146
5,25882,561377,8896,3056440,221031,211328
6,25872,174029,9320,21183218,201030,75821
7,25392,163630,14670,2286463,183180,70278
8,24747,159484,7266,2108533,177524,68456
9,49806,164636,9073,1882469,176728,69099
10,27019,157868,7318,1894370,176041,68681
11,24516,161042,7989,1902231,175681,66465
