i,sstep,lambdastep,gammastep,wstep,loss
1,159121,26738638,255124137,4034199,36404
2,258384,46142386,300374557,835108372,60704
3,244437,27354093,316344427,1572034438,38605
4,233859,53175132,283793214,4166801,37682
5,223404,16149820,273167331,3698827,38206
6,218255,39278014,338045800,4058966,39431
7,220833,38209622,332802384,3768023,38163
8,221706,42081650,290306683,3677311,37152
9,221898,37111129,338322259,4000430,38356
10,221968,48607139,332401941,4122893,39099
11,230375,40146897,294911585,4008625,37335
