i,sstep,lambdastep,gammastep,wstep,loss
1,666315,31523068,395982807,4055075,73349
2,1131306,40696605919,485119316082,320764731,134440
3,2039305,102430607,417066729,942225302,65503
4,2111787,116159196,428653989,909525481,62171
5,5572537,186387130,370788737,4370276,73321
6,1079382,73325855,406854576,4241484,63746
7,1133579,108021248,438851846,3884837,67501
8,1031410,107711242,431496414,4300312,88928
9,1411292,97983105,429299375,3887634,68843
10,1018457,35167466,415443424,4356969,89673
11,1022291,83966142,426919706,4220798,75295
12,1137270,108748070,438865042,4266220,73811
13,1022448,94590065,425834507,4300380,70794
14,1348276,42880822,416035492,4366533,65909
15,1028560,107363604,409772385,4229737,61329
