i,sstep,lambdastep,gammastep,wstep,loss
1,349984,31775320,437214382,3498574,49827
2,698549,118014591,420417336,33246361,55055
3,569343,121811921,397384230,3454765,53796
4,721894,109338632,448226228,3684188,61856
5,581020,110774159,400954488,33267784,55428
6,638493,97409358,430904431,3936990,52493
7,572433,108230123,437295879,3832775,59391
8,683097,93857704,430489992,33244768,56252
9,575456,101340212,425424621,3752088,53550
10,614485,93317719,442924344,3781471,58152
11,596046,108053966,410432380,33397381,58556
12,626588,94129883,427405436,3653093,53773
13,571795,101216934,444595716,3852188,58056
14,723342,94049675,410761679,33227471,58192
