i,sstep,lambdastep,gammastep,wstep,loss
1,415514,32776872,366848414,3651237,56505
2,921072,31034130681,148896585386,580265767,94081
3,893893,72134274,377126369,230577623,78080
4,733738,65063016,355378858,1364093889,72989
5,1382365,122645316,348546825,4201047,60639
6,653362,20364397,346569680,4176390,65807
7,647566,145744943,367795809,4241667,62182
8,845283,280657926,384814047,4207567,63430
9,656240,63031032,374460445,3832386,66676
10,842678,28719241,359181675,4173089,62181
11,650695,251512818,430111755,4231061,62443
12,810766,131727378,396028992,3847292,67024
