i,sstep,lambdastep,gammastep,wstep,loss
1,643857,27169792,439701766,3759538,69216
2,951821,120021076,513201910,3955474,75652
3,1281075,309062265,493962892,3987578,74573
4,953939,164113646,450959406,3497198,72628
5,1266891,272693635,469646879,3558899,69021
6,965312,118832844,464126756,3580019,71433
7,1270625,183709070,501486769,3993494,69268
8,967700,152320018,438551357,3798270,69935
9,1315945,297626004,493756242,3360920,71143
10,964684,180885694,458352932,3584360,71278
11,1259928,204390524,485132632,3803533,72281
12,966715,142250843,450814846,28014993,72840
13,1256508,177082765,484802426,3878496,63596
14,1017516,211043351,459113858,3902030,74801
