i,sstep,lambdastep,gammastep,wstep,loss
1,323999,31208857,395007322,3879131,55885
2,542386,79594084,419327238,3708607,51622
3,532748,68678456,390531767,3336513,54570
4,674841,72295844,389600122,3333040,50896
5,532325,69969866,401995047,3366947,54244
6,536781,72613820,414963652,3321949,58630
7,644624,69002075,390471724,3429654,60540
8,528838,105061269,405011871,3383730,51584
9,531893,69718761,389520961,3295337,58223
10,646810,73146481,414313073,3320632,49863
11,528520,68684530,389637282,3313101,53563
12,529790,72606947,402153348,3312954,64040
13,668964,68748768,390960769,3368499,67177
