i,sstep,lambdastep,gammastep,wstep,loss
1,252309,24969002,332773312,3302487,44928
2,322621,73348346,336750760,3547469,46333
3,323525,21076666253,322167077,882744813,54936
4,333296,19135239554,334496809,3839801,79868
5,387133,52377918,330175775,4026430,45318
6,427246,39263644,319088869,3974454,45540
7,324682,34159270,319756950,3887090,47023
8,364267,89994735,320383465,3591084,46666
9,322459,71070982,334911869,3953049,50182
10,375990,39348264,318483346,3937716,51344
11,328891,63585299,324360040,3958730,43934
12,321974,33084511,320090626,3980901,50512
