i,sstep,lambdastep,gammastep,wstep,loss
1,719891,26543568,378225718,3295596,63477
2,1396496,42119727902,1728239395,428184506,70313
3,2040381,201815212,435114373,817017683,63015
4,1775361,96847095,408210448,1062356128,64035
5,1870564,162971171,393843961,3470465,64262
6,1029653,52545660,414182153,3610954,68550
7,1148144,170684817,439276073,3904056,69922
8,1028027,56291817,420037929,3567305,68248
9,1268481,73363433,417881297,3595100,68428
10,1026041,66775510,391600213,32478215,80521
11,1060739,64122454,388896226,3557857,64136
