i,sstep,lambdastep,gammastep,wstep,loss
1,4122811888,6991935270,11930402125,1010939966,302573472
2,2923557910,14678883031,4888921382322,1776217561,870963
3,2935687200,9476170558,11988612448,869417110,766632
4,2983089521,12606897885,23083488519,684914656,1651493
5,2767784942,14254731446,12707871045,1178333568,781877
6,2914841483,5893587319,13012906784,219705148,916566
7,2948031640,5121705331,13282761486,210469735,736311
8,2764781306,11641769061,13090987992,206727670,758772
9,2710758331,11608265212,12679907235,207621877,745749
10,2789805118,7999233344,12415971156,210190423,723738
11,2923679984,10660811194,12479694582,207544955,757055
12,2716208672,9308509425,12511498949,205792987,719768
13,2535066691,10229325633,12516054800,208349168,760645
14,1598885770,10364005340,12490609616,206724747,824770
15,2211509182,10480822444,12514272494,206745279,756321
16,2438595277,9955395372,12459809824,205949757,746826
17,2473129416,10739290408,12434362635,206727769,746138
