i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,686003,388355,17520,2208516,333675,79994
2,250179,394103,9647,2167134,320478,80621
3,23902,376738,8391,3966623,305342,75050
4,93967,357493,8408,1961855,285826,71521
5,23346,400534,8502,1969013,279270,70584
6,23621,369431,10646,2049623,280835,70124
7,23451,367497,9143,2030499,285961,77241
8,23389,381457,8723,4295726,293637,73297
9,23438,365099,8391,1942942,283270,74826
10,23428,358892,14999,2028004,283466,69360
11,23629,367562,8269,2005821,288181,73123
