i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,11707,45209,2804,252085,158154,41666
2,5379,53558,2813,2496704,198952,34516
3,5211,47531,2011,268048,143202,39252
4,4975,42848,1925,248348,144896,40367
5,4973,41661,2037,258635,142850,35736
6,4957,42611,1959,280379,148716,36437
7,4906,43770,1759,256555,135591,31768
8,4673,43420,1624,272472,128520,30776
9,4840,46119,1666,254718,146709,31163
10,4643,44009,1839,305014,140292,28669
11,4574,45543,1647,251855,223220,31060
12,4966,45087,2147,256061,265081,33394
13,4946,42680,1422,276469,268181,31301
14,4802,46979,1343,257112,269849,32715
