i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,124805,203014,5421,1230129,224168,71273
2,124634,192353,5923,1179774,200238,53835
3,17454,202543,4765,1884026,446819,49881
4,14363,199015,4759,1091408,428351,53005
5,15151,198446,4287,1210203,382703,54781
6,28858,207704,6518,3994575,286826,52686
7,14962,216920,5491,1180878,311333,71669
8,14543,231708,5372,1147903,255503,56841
9,14045,191122,5347,1174749,248978,54129
10,14514,207406,4933,1199975,228879,56122
11,14670,205260,7534,1152204,235642,57264
12,14924,225713,5338,1171674,239714,54807
13,14794,209479,5711,1161856,359763,61957
14,15435,210959,14412,1326977,385958,61279
