i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,580751,392206,10675,4175405,327192,83077
2,233574,366613,9658,2168568,319376,82586
3,47827,363543,8849,2114248,318889,83476
4,23486,356051,7864,1975486,316858,72374
5,45196,377594,8601,1881985,273191,72895
6,45388,2757065,9021,1863586,270890,103707
7,23607,378928,8674,1981643,309996,79432
8,23901,362830,8475,1999458,306615,91678
9,23257,356585,8737,1963330,307224,76643
10,22684,347900,18222,1908379,275086,71291
11,22308,352210,8878,1988220,271349,75722
12,22882,361235,8299,4094697,288212,76997
