i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,304816,288878,7797,3680946,277150,70629
2,187570,305685,9366,1587618,266511,66999
3,38388,268434,8340,1611118,286008,60215
4,76072,276151,7202,1624114,259843,60346
5,18287,275476,7541,1593962,231654,60526
6,19009,296675,6433,1512650,264561,69715
7,17874,269929,6506,1529425,244664,64483
8,18365,283052,6822,3829385,246731,77496
9,18119,280128,6604,1433474,235930,61326
10,18096,279770,6112,1446784,233415,58494
11,17939,273457,7559,1465555,233442,61579
12,17964,273214,6497,1484473,237537,62495
