i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,180102,277500,7799,1516545,250908,76579
2,253115,2467758,6569,1484529,264941,81754
3,51817,255598,6261,1420016,220762,63432
4,17529,253711,7766,1365059,219466,66315
5,35088,254759,5832,1360297,216596,63402
6,34671,252736,6558,1366392,215526,56086
7,17101,270321,6086,1470885,218768,58645
8,17492,267515,6300,1579894,221919,56902
9,18161,268076,6868,1441929,264511,67538
10,18308,281326,6029,3791087,257772,61495
11,38109,278265,6603,1553607,247218,63353
12,18400,295411,6115,1473937,245780,63290
13,18282,271752,6531,1596013,253070,64667
14,18110,260077,6948,1485780,245516,64205
15,17295,254971,5571,1481838,223035,58779
