i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,153459,106098,4800,1283623,166277,57895
2,69383,96265,4656,1100706,146877,55061
3,31081,97421,4991,1114731,170306,57531
4,14235,105375,9273,1295225,151715,55902
5,28891,93355,3964,1181432,150887,53384
6,14598,111740,4068,1160477,179783,54026
7,14126,99350,4236,1097720,151725,54936
8,14054,98902,4419,3625534,168982,58941
9,14504,92309,5090,1068390,150012,52970
10,14218,95190,4600,1084434,146455,54137
11,14313,105137,3972,1072830,144035,55028
