i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,389248,2706451,7174,13652940,54148,389891
2,140184,1305424,7858,13500550,48601,371704
3,127562,1294803,6603,13092324,41250,336896
4,108573,1943167,6601,12787320,42633,337759
5,122336,1194261,7190,12584439,42334,346673
6,119784,1223037,6985,12704074,39931,334532
7,132386,1203534,6430,13671103,43958,340121
8,122237,1243557,6521,12415320,42316,343302
9,121040,1233201,7002,12514669,41040,335086
10,130105,1229775,6356,13625019,47422,340417
11,126793,1266828,6930,12510459,41380,334166
12,123102,1246610,6022,12588758,42174,336513
13,122170,1254186,6516,12567689,40313,1193138
14,121913,1250101,6937,12344618,49673,333299
15,121093,1258146,7290,12548117,44797,333059
16,121995,1248837,6868,12417772,43334,335393
17,110092,2012074,6884,12523217,46951,347253
18,128591,1237170,6945,12443664,44488,331370
19,123148,1224032,6526,12587999,42941,328938
20,131221,1252016,6256,13173308,45523,326674
21,124968,1261556,7526,12367496,43608,349582
22,128328,1263547,6813,12596431,42628,332516
