i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,412886,3467709,9763,40221581,72610,500098
2,138439,1912639,10134,39908689,72352,438727
3,138192,1871237,9702,39659442,72772,455187
4,138722,1892648,9941,39371881,72241,451853
5,136596,1932407,11084,38449997,71588,1824006
6,153149,2061514,11138,38119318,75041,451676
7,136662,3334747,10533,38121243,72176,442084
8,154053,1901923,20742,39230130,71893,439585
9,136830,1906319,9947,39280608,71518,449701
10,139636,1915491,9570,39228314,72621,459665
11,147691,2030960,10093,37994410,69272,448730
12,137131,3329461,10139,38598575,70062,450003
13,136352,1922708,9983,39055039,74116,447208
14,136943,1909914,10742,39480591,73332,451612
15,139548,1982895,10028,39439603,70584,453430
16,136519,1974255,9010,38058665,69696,456470
17,138598,3321795,10527,37961552,71489,469907
18,137175,1919888,10326,39390480,70689,462035
19,136007,2014948,9862,39055369,71288,468647
20,139040,1937373,9645,39253788,72943,452016
21,136221,1933350,10048,37972160,72218,1737266
22,137156,2067405,11058,37821748,70209,435051
23,143868,3252912,11053,37727562,70726,443536
24,137142,1918038,10600,38962031,72548,447138
25,137334,1914802,10145,39158852,72607,458019
26,139258,1904208,9180,39288813,74072,448080
27,136983,2012008,10242,37923031,69411,440079
28,137014,3263031,9609,37738325,76004,441596
29,138362,1922363,10502,39050143,71475,454230
30,137100,1932344,10655,39205205,71175,461824
31,137081,1911560,10690,39138613,71177,438607
32,139095,1997442,9410,38075810,70752,454730
33,136466,3328926,10313,37884489,73195,434296
34,137590,3194325,10829,37609635,67962,447541
35,136468,1902187,10202,39046717,73867,452552
36,136744,1899626,8502,39232261,70591,454808
37,139274,1951618,8824,39372533,72726,452658
38,143483,2020660,9821,37722035,68947,441652
39,137758,3229210,10463,37716087,70205,456022
40,137272,1921438,10040,39049244,72568,460724
41,143543,1906737,11160,38956704,72961,452000
42,145207,1933469,10168,39234279,71445,445469
43,136533,2005952,10719,37750603,70163,466057
44,136670,3374751,10533,38016483,74068,455146
45,136631,1924149,11191,38843116,73003,434791
46,137825,1909611,10075,39587158,70487,466071
47,139108,1931275,10343,38957498,72098,441438
48,138507,1950942,9724,37898541,69772,462718
49,136727,3294590,10618,37840293,71749,452600
50,135616,3177137,11731,37701886,69609,442879
51,154744,1893805,10002,39016298,69094,434883
52,138016,1891073,9887,39115270,70617,458800
53,138103,1920504,9830,39335804,77134,442423
54,137481,2014483,9547,37847694,70725,450408
55,137085,3258339,10236,37863695,72150,442827
56,149672,1912530,10272,38886034,71937,451021
57,137554,1931195,9954,39043248,73062,460683
58,139454,1909753,9990,39043592,71585,447073
59,137021,1997934,9072,37953116,72074,448474
60,137186,3283746,14901,37698594,72968,443187
61,138218,1925567,11329,38992719,73243,450674
62,139110,1893577,10196,39123311,72704,452726
63,157386,1905796,10674,38902737,74058,448736
64,137033,1950207,9773,37872747,70131,1683406
65,136288,2053440,10144,37790813,71610,463753
66,151758,3203603,11576,37549965,70100,454083
67,136527,1918045,10626,38907549,71306,457509
68,136479,1946817,10063,39156725,69741,450997
69,139380,2024282,10608,39303330,71917,453199
70,137186,1997441,11238,37760604,71032,449457
71,142261,3290996,10207,37901816,71174,446895
72,137480,1928813,15028,39170043,70265,440332
73,136376,1905423,10230,39051828,70704,457256
74,138725,1905653,9854,39240750,71138,449938
75,136460,1977481,10502,37922979,70513,449564
76,138859,3341339,10722,37876573,68582,450931
77,144848,1919590,9741,39033465,72730,440655
78,137631,1891958,9470,39147926,71479,456941
79,138103,1894611,10157,39264485,72546,455216
80,136279,1932086,9523,38033636,71245,1701596
81,137255,2053033,10010,37878642,72317,450646
82,136520,3228695,10089,37768436,70962,433844
83,137490,1894558,10024,38998664,71388,451778
84,138499,1888555,10233,39232407,71996,454366
85,140703,1934043,10116,39076998,72170,446576
86,136703,2019723,10109,37928752,68214,450611
87,143157,3278829,10077,37801779,70025,441635
88,137527,1912642,10729,39076082,69530,448691
89,137377,1910725,10319,38993872,74520,457259
90,137931,1912637,9818,39165623,70852,448061
91,142988,1992319,10403,37916482,70840,444579
92,135010,3331270,9622,38073847,69936,455432
93,135921,1905511,10138,38944084,72493,443764
94,144375,1961005,10909,39438878,71333,449630
95,139594,1890576,10394,39826447,71883,462063
96,136009,1956926,11821,38053599,72797,1698043
97,141795,2065890,9978,37689230,71309,436366
98,136327,3249014,9758,37728858,71048,441620
99,137761,1898169,10008,39026987,72019,457252
100,136428,1910451,9571,39166186,71892,443272
