i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,3578265,5729243,32143,107299574,93055,703456
2,256688,3836115,18665,105859470,93739,677512
3,252979,5023997,17482,106450285,92601,671848
4,254180,4893260,18394,105282495,96092,646031
5,260408,3942547,17312,105137496,91450,685638
6,252922,4944373,18765,105115455,92862,664588
7,253606,3844095,16505,106063617,91087,658342
8,254311,3940951,18614,105063309,91981,669637
9,253967,4938051,17098,104856323,91621,652568
10,254277,3849827,17950,105110901,90618,684738
11,254189,4888541,17049,104798834,92624,681293
12,261663,4882680,18886,104611779,91240,654745
13,252594,3877151,26922,104881265,91307,679828
14,251118,4905523,17995,104867014,95797,663385
15,253123,3988386,16759,105881817,95446,641705
16,253768,3940646,17203,104881638,90896,681254
17,253218,4917273,17150,104594432,93083,654556
18,251000,3863635,17876,105027893,92606,702993
19,251912,4875621,17404,104826039,91828,687885
20,260687,4830508,18384,104769151,92029,660499
21,253773,3861195,17000,105353920,89733,677363
22,296324,4882491,21328,104698059,101199,698388
23,259474,3832423,18334,105606577,91833,652523
24,259584,3949773,19220,105020288,91958,665143
25,260917,5093219,19172,104830501,91218,643051
26,253587,3853643,17896,104776884,94519,672926
27,252330,4896460,18784,104865986,91390,673421
28,252560,4834912,17926,104824846,89915,666620
29,253604,3859629,17799,104763239,88927,668451
30,260956,4886974,17625,104636480,90817,646589
31,254592,3834345,18082,105656511,88076,662731
32,252357,3942822,17359,104770389,90731,687894
33,252389,4889981,17143,105188830,92446,659592
34,257336,3826774,17294,105506799,93768,699192
35,259361,5045441,17613,104716197,90607,676989
36,253871,4844097,17770,104640839,91813,661515
37,254279,3878149,18552,104876523,91027,681245
38,252716,4873809,16933,104986182,91126,673587
39,253313,3868022,17000,105583757,92083,656694
40,252829,3946906,17111,105412170,92284,682708
41,253355,4898239,17091,104785611,91499,670444
42,252279,3843659,18713,105183043,88635,678978
43,251716,4851908,18015,104721078,91499,671337
44,260960,4850949,17241,104452894,90356,664848
45,261075,4006816,18410,104863703,90676,679366
46,260065,4905135,18684,105117953,90639,652163
47,261583,3848051,18075,105842357,90665,647483
48,259272,4019435,16938,105019901,89431,656491
49,259714,4902500,18081,104800737,90400,650492
50,250528,3847100,19482,105623657,90945,686234
51,252934,4874966,18241,104871143,92625,676421
52,254066,4825130,19311,104706823,90191,667648
53,253319,3866880,18101,104651511,96631,676915
54,253185,4845770,16964,104776942,90340,655074
55,284716,3939010,18927,105877249,98771,767849
56,251884,3944266,19116,105028058,93171,679312
57,253602,4887654,17825,104785535,91984,657631
58,324062,3831305,17977,117446489,98075,853812
59,254922,4950505,18017,105161930,93056,673149
60,252983,4816368,17616,104733259,90526,658225
61,260422,3852769,18592,104767597,89779,673422
62,252717,4878786,19079,104697551,92686,648024
63,254832,3851330,18173,105615288,90396,675956
64,260144,4041479,17471,105603359,90246,666040
65,259128,4876246,16670,104797730,90272,660727
66,260438,3878587,18588,107035980,91834,690672
67,252546,4913099,17337,105782819,95528,671436
68,251645,4861239,17250,105700433,90709,657768
69,264046,3864681,18358,105509795,90688,663196
70,253010,4897519,17453,105099692,92139,665684
71,253241,3863523,22620,105677008,91759,666922
72,258769,3957362,19365,104922196,87723,664247
73,253964,5001450,18427,104761230,96250,654009
74,254038,3860821,18205,105040863,96152,681876
75,251825,4886882,16310,104855850,90120,666104
76,253567,4856233,17071,104828770,90441,671754
77,258769,3861115,18084,105397335,90893,678550
78,252507,4874331,17972,105197797,90831,677551
79,258825,3837036,18553,105742605,91643,641294
80,259588,3937179,19259,105023775,87879,681707
81,252197,4899490,16681,104722840,95623,642828
82,254261,3913778,18198,104810194,90461,684933
83,262665,4990906,18249,105232385,89815,659829
84,252342,4840528,17398,104816359,96140,678831
85,251645,3886402,17280,104867002,92815,665615
86,254950,4918123,18218,105615715,88686,654352
87,254873,3879309,17082,106020204,90995,654322
88,252102,3943495,17858,104882332,89739,671680
89,262647,4888976,17645,104615584,91156,651467
90,252444,3857727,19329,104815276,93700,681977
91,250731,4899027,17636,104812825,90432,673045
92,260385,4832133,18242,105211278,93574,660420
93,261847,3965431,16931,104957222,91866,673707
94,252379,4906521,18745,104709677,93786,667603
95,261515,3857620,18757,106154609,91944,648857
96,262551,3934342,17467,105104080,92699,675731
97,253941,4911264,18307,105111426,88819,660362
98,254568,3844527,18599,104610512,97045,674483
99,262479,4885037,18086,105075913,93851,661678
100,259040,4848053,17713,105004170,88713,659019
