i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,4831309,6102833,32801,162329304,88094,884142
2,322459,5896140,20119,153745936,80463,854951
3,323540,5915272,20088,153888124,81553,860474
4,320688,5897960,19915,153439208,80529,831962
5,331283,5932798,21026,153398337,80976,859153
6,322670,5930312,17808,153197282,83967,867382
7,322983,6074231,19653,153900709,86314,849121
8,325218,5911962,19629,153293312,83023,857733
9,320632,5897209,18231,153493519,81698,866096
10,322900,5861848,18789,187064456,82922,874088
11,329496,5944762,18797,180033188,83375,833203
12,336605,5912769,18088,179905336,83053,854467
13,321546,6044850,17856,180280150,84944,849972
