i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,1326633,2093041,10820,43031066,71573,527217
2,139031,1907704,9231,41162072,57989,452610
3,139152,1913484,10096,39958245,56702,460399
4,139075,3404355,10329,39285731,59205,459757
5,141874,1943699,10380,40426467,56990,444581
6,139274,1919290,10520,40537095,57879,436497
7,138251,1911037,10485,40554289,59399,454130
8,139413,1908529,9793,39498580,60244,473187
9,138746,3439325,10813,39605254,59528,447295
10,139229,3264067,10064,39110246,59533,466230
11,138985,1942568,9936,40435319,58926,455624
12,138109,1897862,8927,40518152,58505,459881
13,139777,1931158,8988,40728121,61520,445231
14,138785,2011356,10722,39431680,59480,475208
15,137726,3330530,10911,39267740,60259,463562
16,144044,1952984,10151,40465435,58265,443969
17,137725,1901709,10069,40624782,61930,441133
18,139623,1905426,10486,40868523,61350,457150
19,139661,1988399,9515,39265399,65852,454403
20,138984,3354972,9761,39180349,57350,442495
21,139169,1931643,10551,40289030,60089,452692
22,139295,1894791,9917,40430330,58173,452869
23,138971,1930359,10164,40700676,59837,455209
24,137201,1927196,9741,39131800,59077,1758060
25,138065,2060809,10390,39218530,60719,455208
