i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,4876522,5346683,31895,113224164,85989,735267
2,259905,5163886,18088,111732571,82340,2012673
3,260043,4084830,18442,113694938,79699,660321
4,259877,3996784,17528,108873889,79062,676394
5,258136,3955669,17608,108595021,79132,670366
6,262919,3935058,18697,109071662,78842,694075
7,260058,5071575,17784,107843543,79615,695474
8,259964,5052827,17814,108069264,80122,683638
9,257619,5001141,18645,107937441,85700,1990695
10,267990,4102931,18087,117529712,81249,665492
11,257818,3998738,17584,113233159,80188,694298
12,258910,4105789,18710,109861119,77486,644632
13,260016,3968274,16832,115341764,84329,662942
14,266378,4921031,18747,109038965,76730,667663
15,259427,4999411,18424,109321648,79188,684176
16,259125,5093519,17918,108722586,79420,690289
17,259975,4964629,18090,108996175,84225,681606
18,258230,4026482,18740,108870452,79693,666988
19,260589,3950315,16979,108547388,76511,662724
20,258273,3900464,18712,108624139,85996,680686
21,260706,3943124,17328,108554472,80970,681652
22,258310,4977162,16753,107713526,78475,679558
23,269961,4999088,17467,107554252,78326,687516
24,259510,4978721,17057,108133508,80377,684451
25,259741,4116291,17037,108745312,80704,672888
26,258334,3951466,18765,108407936,82317,666925
27,257042,3915950,17207,108562507,78175,675356
28,268553,3944652,17638,108436519,79755,662349
29,266996,5003067,19265,107869406,77443,673962
30,260934,5038562,16847,107426951,81309,698310
31,259841,5021716,17769,107569975,80104,1547901
32,270439,4080447,18011,108496896,80026,653307
33,259972,3949839,17923,108496369,77229,668508
34,260567,4035747,18322,108826770,79921,672164
35,258219,3926051,16994,108541718,77214,666255
36,258130,4938223,17908,108019491,76296,681230
37,265790,5013199,17849,107629488,80281,685657
38,257181,4989331,18076,107461563,80850,1990351
39,259243,4096372,18663,113327983,81030,667277
40,259209,3980673,17266,108699596,78385,669006
41,266641,3945877,18502,108612732,78231,648056
42,258061,3885005,17207,109153343,82416,785163
43,258802,5328119,17448,107889892,80771,682076
44,259852,4999288,19206,112459594,78742,693071
45,293646,5013970,20688,108984297,84939,2121492
46,259341,4175523,18149,113610353,85353,654651
47,260886,3998193,19433,108401113,81626,654551
48,263306,3949524,18535,108430156,78192,648056
49,259856,3908227,17162,108362140,75607,650246
50,260347,4859575,17654,107913245,80999,679995
51,258567,5016682,17129,108094714,80874,681718
52,267636,5100537,17561,111282946,76067,691593
53,261729,5034359,16137,109371442,80845,677748
54,259619,4019453,17908,109089794,86055,656899
55,259387,3948495,17375,108876194,80750,650961
56,258084,3888362,16937,108717073,79333,651493
57,267854,3901622,18375,108495790,80643,664544
58,259805,5008918,17853,107279813,80043,687948
59,266108,5021601,17616,107373627,78734,673898
60,259882,5062471,18139,108573042,84772,674222
61,259240,4111246,17754,108732564,86545,675331
62,258687,3935285,17386,108863033,77531,683858
63,258596,3920729,17473,108640400,80225,666990
64,259176,3921851,18673,108939914,77515,669465
65,263988,4985780,18651,107359123,79859,676475
66,260102,5117875,17562,107309571,77362,675629
67,258348,4957831,17465,107662990,83672,1545304
68,259225,4088331,22726,108497550,79580,672207
69,257417,4036872,17047,108498225,79710,666110
70,261857,4002957,18977,108656875,79829,677335
71,266102,3933743,17765,108566972,78648,666375
72,258456,4995664,17662,108395088,78701,683777
73,267751,5033684,18688,107251278,82370,684575
74,258931,4980430,18323,108207492,79477,2011464
75,260541,4095755,18565,113343841,81360,662359
76,260125,3983736,18034,108498471,85258,663098
77,257588,3933164,19734,108499012,79998,658767
78,258890,3897829,18456,108407983,84967,672788
79,1103018,5031894,26321,111684403,113144,704812
80,259147,5004515,18098,107503207,80057,682116
81,261042,5041494,17726,107858138,77877,1997535
82,259719,4104901,17590,113623382,81441,679650
83,259620,4014755,17515,108935076,80908,667351
84,259921,3944372,16745,108429453,80076,652033
85,260415,3901432,17439,108374501,81123,662341
86,259723,4877009,18352,107885856,78089,679090
87,258891,5013905,17709,107847493,79905,681442
88,259299,5111322,18246,107705181,81271,696038
89,261406,4946914,17815,108576967,80523,668157
90,266052,3998912,18146,108832794,77764,660288
91,267704,3932928,18054,108904163,78469,657433
92,258259,3904630,17418,108594504,78614,659579
93,259402,3911478,18240,108453243,82814,695138
94,259713,5005849,17483,107305444,78805,692463
95,258028,5056811,18681,107529218,79012,688482
96,267467,5010731,18733,108303788,82571,675145
97,265781,4160485,18282,108715420,82960,695415
98,258749,3960107,16800,109098621,78267,660785
99,258674,3893253,18711,109121893,78434,667410
100,259598,3886417,17442,109515408,84566,677001
