i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,320525,1520295,9494,30327601,39264,412743
2,323334,1538862,9340,30032738,43583,379977
3,110124,1570075,8759,29698950,39646,391492
4,112571,1558098,9388,27997499,37486,393991
5,108854,3274205,12922,27996769,39370,382302
6,108271,3137717,9587,27992742,39959,393725
7,109027,1502376,8714,29493316,40043,380126
8,109538,1514507,11070,29415685,44022,382032
9,108748,1519480,8621,29519505,39354,389280
10,107801,1501606,8527,29460940,39716,377696
11,110180,1524271,9128,29444887,40747,388433
12,109645,1577999,8341,29544932,38999,386648
13,108881,1594582,9683,27902188,41241,392405
14,108167,3052563,9077,27989776,39203,391488
15,109145,1501174,8903,29387721,43864,379395
16,109231,1495135,9807,29295933,37494,384781
17,108756,1519009,9141,29328785,38825,398329
18,110178,1503247,9310,29309922,37927,377682
19,113928,1512680,9842,29506854,40342,380359
20,110933,1549995,8470,29957719,40693,383881
21,109807,1582661,9485,28129227,37554,382943
22,113755,3078122,11965,28065514,64203,380373
23,108242,3086740,10131,28602696,40531,383603
24,108700,1481242,10302,29471267,39582,376601
25,110159,1503456,9562,29321318,39119,394306
26,109284,1502339,9780,29489189,40764,385633
27,110250,1540204,9896,29412263,44618,379603
28,111171,1517749,9755,29378763,41411,383053
29,109378,1574502,8723,29485200,40272,386081
30,107664,1591103,8983,27936871,39000,387944
31,109302,2997249,9142,27963774,44115,385565
32,109848,1513424,8806,29290847,39224,375876
33,109378,1500394,9150,29270106,40363,398844
34,109701,1500908,8791,29291078,39024,380868
35,109113,1517521,9457,29289393,39553,396274
36,109847,1514936,8738,29389080,35513,383332
37,110650,1568039,13488,29529525,40399,375683
38,109574,1590834,9285,27922762,38404,382505
39,116405,3048226,12371,27990533,61114,398151
40,109455,2970416,9011,27826121,38900,382635
41,109203,1518184,9672,29459609,38447,394477
42,109309,1523833,9239,29235534,39976,377144
