i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,1199901,1925570,11614,37986489,85603,465204
2,129275,1771945,9179,37603670,59911,452075
3,127671,1797588,9748,35941154,56237,461471
4,129658,1773482,8846,37225996,62655,459987
5,133874,1831372,10259,35817390,57613,447864
6,128232,1778244,8665,35727323,55783,468355
7,128917,3272541,10283,35943692,56414,448568
8,127252,1958364,9789,35910604,58094,477510
9,128665,3172015,9928,35636495,58580,445014
10,128070,1783418,9322,35743505,60580,461950
11,130202,1761673,9808,37118969,60839,455744
12,130183,1806849,9886,35532681,57048,452606
13,128469,1760816,9315,35866464,57771,478516
14,127227,3417465,9551,35643619,59125,459594
15,129349,1750762,9774,35663072,55202,456583
