i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,5439008,5813748,32927,125085611,79236,797433
2,292457,4520387,21019,124241718,75846,796770
3,296546,5516101,19899,121629226,74521,775315
4,302848,4430889,21573,121113166,78627,1626051
5,302333,4686441,20490,121215476,75561,795143
6,292438,5646574,20870,121376679,77809,790625
7,292797,4462300,21266,124504247,78704,815423
8,300241,5502200,21285,124535708,75077,805690
9,302124,5464514,20683,121194067,76862,792670
10,293098,4532408,20515,121077923,81013,802628
11,293292,5541892,19659,121941429,78297,770045
12,346706,4410710,21148,133488399,93525,1658575
13,291711,4744689,21308,120924050,73988,878713
14,300064,5692622,20763,121182110,75697,754583
15,297423,4444594,20543,121538262,76667,848471
16,292806,5493499,20666,124404148,74776,788850
17,291424,5462170,19779,121043666,77497,775086
18,305180,4484977,20674,121080411,75100,806882
