i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,304104,824045,6759,10899102,58047,451365
2,73959,935332,7017,8582541,41644,336442
3,102490,875116,5349,8353199,35062,298575
4,93127,916109,5168,10937206,33848,303333
5,66518,846833,4709,6538708,30819,309795
6,98551,851521,5055,7352230,31273,290109
7,92172,830095,4500,8646006,32111,284983
8,65852,824042,4448,6473288,31955,292518
9,98459,847649,4848,7264535,30006,292443
10,91949,826448,4943,8575064,32590,286805
11,64673,829071,4589,6489199,30531,291880
12,70377,1737660,4562,6357094,32894,285175
13,94731,835425,5159,8546421,31646,290731
14,65597,828378,4658,6538607,29657,312298
15,64764,1709013,4528,6383100,32623,283890
16,98545,845075,4603,8526689,33473,281719
17,65649,834412,6152,6502723,30792,1158589
18,66253,840574,4667,6409013,31652,290706
19,102836,843751,5250,8404430,31973,282784
20,91514,831817,4528,7346048,30158,287971
21,65809,817386,5103,6344974,30857,294117
22,102291,861592,4940,8144120,35787,282574
23,90352,826243,4443,7283678,30323,277460
24,65631,833495,4918,6449180,30351,294201
25,102653,870723,4791,8145342,30250,287969
26,90890,813125,4571,7283721,30104,277924
27,65897,822030,4895,6491218,30155,291579
28,103169,860123,5189,8166782,31067,281649
29,91421,819635,4826,7256139,30979,278329
30,66336,829063,5304,6473840,30240,300697
31,102225,861953,4913,8106497,29871,281488
32,91555,838584,5049,7266196,35292,279030
33,66830,822393,8574,6660449,31072,305027
34,103305,875703,5215,8024883,30401,280220
35,92933,838123,4404,7234212,30093,289457
36,65801,809037,5249,6760062,32112,309263
37,66020,2745515,5231,6362842,35259,282242
38,102836,850380,4837,7266807,30883,281723
39,64816,827430,4835,6818722,31631,291824
