i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,7513576,5628420,32789,124748764,85967,870365
2,573940,5474652,17692,122939808,72475,795774
3,287662,4377107,19014,121313041,74008,790082
4,288448,5388602,19486,120649838,71374,2178830
5,292097,4554130,19204,127227757,72817,785715
6,295758,4328400,20923,121288156,71641,791507
7,287598,5413098,18870,121722068,72102,776666
8,287042,4400273,19670,121284816,69055,782968
9,288570,5506371,20247,120345558,70675,794950
10,411949,5418209,26394,123339690,83533,838261
11,288177,4342710,19621,121236030,69051,783273
12,287013,5380893,19756,121343298,70763,760014
13,289806,4469188,17668,121067531,69515,780087
14,289333,5282852,19554,120296682,69450,809016
15,298278,5395963,18746,121117836,69013,771577
16,287592,4376856,19930,121075934,70152,786683
17,297097,5405493,20138,120592005,68247,2161561
18,288762,4550410,19310,126594853,77381,770748
19,295996,4424284,20753,121439995,67938,794436
20,295129,5428300,20700,122457374,71742,790507
21,293938,4417457,20504,121092931,70506,804432
22,295681,5369283,20682,120398805,70050,813116
