i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,1193021,2129724,11212,41528366,64663,498866
2,138356,3705409,9734,40048230,55091,441107
3,138102,1934933,10330,40860894,50030,428888
4,139050,1928423,10522,40769816,48891,446647
5,140612,1938716,9519,40809945,52365,437828
6,137574,1963726,9637,39563651,50321,1726613
7,136757,2045439,11005,39416713,52446,439950
8,139217,3279589,10085,39507649,52039,447346
9,136998,1926705,11781,40565264,55965,441058
10,141210,1940746,9877,40553841,51971,444261
11,142378,1940137,10212,40681787,54864,449361
12,139208,2018085,10999,39450133,52011,451488
13,142737,3284953,10980,39312164,51057,441536
14,138035,1908414,10757,40798991,50412,471026
15,138683,1949319,10290,40572026,52093,457678
16,148076,1928604,10423,40489617,50335,446512
17,144511,1972157,11357,39353886,48725,448300
18,137491,3323681,10646,39391272,49222,460557
19,138137,3196073,10265,39073892,52262,450994
20,155543,1917253,9502,51875639,55911,458167
21,141111,1911860,10259,40380318,52778,435552
22,141930,1941671,9826,40533695,58239,442158
23,146608,2040582,10535,39845393,48397,487414
24,137662,3254868,10415,39292806,50678,453241
25,138646,2007416,10700,40384779,54469,449610
26,140632,1904713,9737,41101252,54596,449458
27,140959,1933011,10088,40434764,53182,454479
28,139184,2017028,10273,39402119,50891,571581
29,136792,3270593,10292,39413642,52562,439139
30,145749,1928504,10593,40233016,52033,437468
31,139761,1909694,10444,40369791,51084,445481
32,141226,1923734,10412,40427098,50187,449041
33,138229,1979073,10718,39439895,51282,1783337
34,147541,2036778,10225,39575794,50252,456445
35,138092,3219687,9937,39120352,50222,449646
36,138411,1920246,10762,40290320,53627,449203
37,141663,1924109,9994,40645784,51390,441258
38,139948,1931734,10771,40827916,58288,435439
39,145259,2014205,11683,39285649,49535,443451
40,138774,3251984,10763,39271540,52557,435771
41,139650,1997818,10644,40517597,53018,456202
42,142176,1934566,10329,40491618,51417,447190
43,142627,1917716,9094,40484189,51365,446480
44,137874,1975491,10642,39244127,50069,455510
45,146723,3280177,10087,39143960,49324,444176
46,139744,1920675,10864,40582146,50591,436614
47,141233,1918646,9758,40422218,52972,442656
