i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,3801146,3768500,30649,98507848,80434,730960
2,237250,3663115,16279,92968266,76609,2158000
3,238169,3700585,16186,99287252,71920,679733
4,245668,3531346,17402,92813801,71970,662427
5,238648,3695514,17208,91628806,75823,713243
6,241668,4553489,16368,91778193,78378,656110
7,245544,3604602,16650,91523227,73031,688154
8,237444,4591096,15700,91497284,72255,678415
9,237579,3603710,16645,91590155,73381,720479
10,249286,4621768,15995,95689513,73476,660214
11,237881,3554856,14319,91489538,75656,721358
12,239681,4633895,15544,95558252,74609,686414
13,245503,3783808,15388,91671069,71753,681943
14,239409,4643749,16030,91821759,72348,668475
15,236993,3547483,17302,91357922,72498,730125
16,245799,4654450,15795,91528194,71520,675444
17,281659,3553836,19472,91241938,75578,733392
18,237927,4698964,14908,91459727,75420,694504
19,238997,3545616,16130,91232008,74768,737777
20,238077,4606407,15800,91286515,71357,676110
21,238044,3522902,16189,91191580,70327,697940
22,237011,4665987,16406,91306534,72273,666442
23,247049,3511950,16281,91143037,72953,766955
24,238798,4749668,15346,91416951,72878,705043
25,236966,3536186,16984,91317954,74218,701239
26,238895,4670502,16289,91395864,70674,677800
27,236375,3543820,17123,91507279,69464,714870
28,244061,4628699,16505,91383152,73696,667334
29,246125,3536202,16030,91506392,70927,716851
30,238478,4617272,15502,91433766,73496,696285
31,244924,3488277,16491,92085345,69754,2017283
32,239128,3708412,16412,95552531,70664,717650
33,247414,3499101,16674,91745150,70946,2024497
34,236635,3748970,16819,94917878,71390,676723
35,247372,3596693,15420,92155565,71951,660375
36,238385,3664326,16458,91522051,68392,700516
37,240802,3625117,14730,92565108,72101,694103
38,236788,3737163,15837,91821030,72189,697734
39,239697,4525447,16743,91479741,77847,665765
40,236813,3616687,15811,91454285,72734,726511
41,240474,4593465,20738,91418901,73128,686272
42,246706,3614048,17084,91466521,71261,699569
43,257719,4621695,16269,93227461,71775,693030
44,237940,3586333,15310,91429063,72790,714999
45,241329,4624798,15936,95272236,73689,677530
46,238091,3638590,16374,91563553,71240,689766
47,247092,4655664,15669,95496598,75633,693428
48,244492,3589579,17253,91286539,74526,691364
49,237594,4660850,15395,95448776,72824,694969
50,239454,3548926,16636,91439910,73040,731150
51,238336,4677325,16664,91688769,80178,706984
52,238559,3558110,15892,92198344,72517,736941
53,249429,4663078,16094,91436502,71644,691103
54,235945,3565516,16925,93825475,68880,737603
55,239357,4655015,16337,91979861,74548,667492
56,239833,3533976,16842,91598216,71981,741205
57,239608,4772988,16045,91658729,71318,714740
58,238890,3553341,16813,91490747,70810,713867
59,238620,4643833,16895,91647509,74169,672755
60,237588,3520372,17113,91445402,77644,728842
61,250770,4689226,15707,91285772,71710,716561
62,238707,3540059,15052,91444483,71518,2002715
63,246871,3711482,16368,95740121,73118,670850
64,238980,3606049,16020,91634149,72602,2050097
65,240393,3753120,16559,95230313,77164,723594
66,246957,3550893,16103,91373600,72005,1952258
67,248870,3723772,16510,97925361,71827,719052
68,250848,3690127,16533,92181055,74060,672060
69,236914,3659798,16338,91389977,72661,682729
70,241087,4503422,16820,91549954,73141,667652
71,238932,3604739,16442,91515453,72859,725001
72,240293,4613354,16599,91317088,75492,666423
73,239763,3606869,16769,91841151,74330,686418
74,245711,4592203,13802,91153903,71617,660141
75,238236,3591619,16005,91886015,73537,685522
76,240591,4632447,16676,91339531,73133,669741
77,238608,3553563,17000,91248676,74137,688256
78,240045,4672770,15174,91714718,74707,685953
79,238689,3640417,16340,91642061,75291,742414
80,238744,4643228,20503,91439089,74382,679707
81,246527,3539917,16140,91505577,72935,694698
82,239785,4675257,15201,91549104,73920,685377
83,239971,3528080,17419,91648626,75578,756261
84,245870,4666775,16316,95347706,73596,701363
85,236279,3566390,16255,91518912,70273,703588
86,1010890,4651321,21660,96173811,115698,675330
87,239207,3512801,16932,91581376,71401,732851
88,237253,4673421,17261,91625855,72478,682153
89,237008,3542420,16535,91380863,72870,723519
90,246265,4744781,16117,91465603,72215,670408
91,239957,3525141,16179,91428571,72211,742333
92,239943,4692929,16343,92157881,71562,684783
93,240279,3502769,16500,91602681,72347,746020
94,238513,4617410,16842,91932966,73408,731989
95,237380,3524877,15749,91295131,71157,2032408
96,237360,3710755,16243,98372683,71670,683593
97,246229,3494908,15541,91798314,72247,1981917
98,248163,3758819,16345,94650764,70556,696377
99,239523,3537494,20698,92274960,73662,674335
100,246630,3673740,16849,94257879,74026,692333
