i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,7882737,6383444,36315,154729551,79912,908953
2,333395,6034035,23789,149704544,69039,846283
3,330233,5020361,21708,149789890,79809,870648
4,321113,5066605,20920,148602566,72160,879814
5,325386,6219455,22971,152668413,71608,886542
6,462237,6046813,29373,151375066,86217,1011171
7,1388036,5475080,33415,161448568,117685,990222
8,324320,5584564,20549,163104505,71888,918840
9,327239,6029542,21901,150841121,68586,875393
10,321618,6046079,21066,149386518,67842,848185
11,324383,5226250,28337,149626042,913871,865759
12,326540,5205352,21620,149069181,70738,865629
13,476532,6026959,29136,153701477,86873,989110
14,324741,6042217,21677,149572336,71188,853242
15,330268,5010949,23488,148888546,71558,1970405
16,338644,5150884,23940,152381013,73034,871587
17,341169,6048631,24197,149683778,72881,887189
18,323985,6006727,20971,149736596,68746,878068
19,347628,5184337,23346,150396511,70473,2037698
20,324966,5233866,22271,154458862,73858,864316
