i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,292332,3405987,9417,45632342,45389,512504
2,579570,2078723,8665,43893834,45283,450534
3,299814,2008763,10505,43675233,42441,453892
4,153728,2014276,12583,47641054,46845,508879
5,145822,2022691,11346,43906435,45516,456921
6,147796,3452554,10113,42234396,48874,1765366
7,148944,2213643,10209,43429592,44379,458586
8,148340,2044272,9233,43382810,42299,454098
9,154185,2030526,11043,43371699,41022,452588
10,149649,2013891,9355,43474817,44717,444071
11,303874,2018242,8731,43178364,44399,461693
12,149301,3422313,9131,43226881,45213,451899
13,153649,2117868,9197,43373163,45248,454303
14,302891,2059332,9005,43222669,42318,450866
15,147744,2114696,9509,43282283,45039,452776
16,147667,2017730,10303,43086605,42972,460560
17,148939,3318289,9502,41959596,44732,454242
18,149158,3411570,9034,43305448,46414,457273
19,148322,2090132,10189,43780382,43767,444025
20,146773,2015792,9606,43223615,42805,446660
21,147931,2001706,10696,43546950,44935,472031
22,147386,2023225,8701,43156070,44049,472622
23,147345,3400199,10396,42086616,43285,1677130
24,147586,2191351,10260,43333910,44242,448315
25,147949,2065474,9908,43161576,42101,444326
26,147056,2002430,9993,43219010,43574,439748
27,146227,2036503,9911,43202581,43582,454615
28,147503,2018173,9109,43039373,43104,455233
29,149609,3380976,10204,43224482,44614,446637
30,147380,2127561,8944,43144493,44433,466048
31,146651,2053662,10720,43111270,43743,446693
32,147243,2030961,11129,43112843,45584,453819
33,147930,1989956,9824,43166391,43984,445245
34,166101,3279349,10294,41855076,43727,476596
35,149147,3406568,9152,43276885,44034,458127
36,147788,2112658,10163,43122994,45325,451463
37,147460,2032789,9643,43094212,42911,449115
38,146392,2031639,9651,43101656,43276,444188
39,148262,2007668,9976,43541908,42934,455740
40,146155,3321863,9786,41874934,44167,1658332
41,151779,2189491,10185,43242858,43653,449044
42,149946,2301833,9290,43239107,44091,448717
43,154354,2033327,9966,43028695,43928,450601
44,149139,2029530,10479,43046319,47610,450062
45,148276,2009566,9231,43028737,45269,456679
46,158558,3377141,9145,43175095,45200,448940
47,152180,2143214,9173,43058108,41796,460564
48,148424,2051723,8719,43114040,47137,456035
49,147253,2008969,9956,43094855,43433,462641
50,147655,2012587,9417,43034333,44604,458339
51,146581,2020598,9065,43035777,42575,456827
52,148410,3375268,8714,43083090,41898,456247
53,147882,2135948,9689,43064704,45436,457269
54,146559,2048341,9334,43125233,44508,451057
55,147638,2006765,9978,43143684,43956,443651
56,146459,2014425,10070,43321610,43236,451795
57,146527,3270106,10221,41922121,42754,460591
58,148154,3410406,9519,43177533,45368,468176
59,151882,2077434,9186,43307792,44978,444301
60,147762,2035536,9325,43414130,43740,460582
61,154287,2047886,9443,43069777,44750,437912
62,152358,2040165,10329,43149750,41946,446148
63,153203,3346999,11757,41945577,41233,1636538
64,149479,2337179,9446,43318963,43743,451576
65,147766,2053549,9805,43239886,45582,454967
66,149088,2017164,10346,43108625,46119,454760
67,148852,2009966,9944,43055732,42801,458103
68,146641,2023113,9167,43057461,43066,446365
69,149129,3356356,9447,43123198,43506,473202
70,148820,2151873,9906,43103247,42071,453946
71,147417,2034859,9885,43139976,44197,441610
72,147334,2026326,9894,43073694,44902,453185
73,147770,2030112,9078,43143294,44180,440389
74,153240,3265072,9843,41805297,42256,447545
75,150353,3389603,9052,43682141,44052,454622
76,160365,2086952,10118,43381746,42807,452607
77,147004,2036620,9593,43244930,44387,446786
78,149170,2018355,9651,43287694,42362,461600
79,152496,2027400,10051,43097260,43415,454016
80,153981,3361813,9932,41929047,41326,1660397
81,147856,2193760,10876,43198831,42792,461335
82,148032,2079396,9600,43178965,43692,449759
83,147222,2002351,9657,43600069,44456,456361
84,149032,2016528,10097,43061537,44832,454434
85,148981,2010109,9951,43002672,42523,448297
86,155394,3446798,9683,43428361,43034,437656
87,147295,2123879,9875,43011424,47910,447664
88,147361,2046817,9742,43124859,44428,449656
89,149975,2015850,9379,43053940,44831,455938
90,145973,2005908,10101,43161053,43593,459850
91,148991,2026980,10536,43136144,45418,474588
92,149550,3402385,10164,43096116,43724,474149
93,147112,2127569,9860,43065879,43761,464028
94,147623,2043565,10433,43106725,43395,450590
95,148389,2023816,8964,42984602,41250,452753
96,147619,2020918,10242,42980888,42965,458376
97,146596,3324885,10318,41933053,40786,467063
98,147394,3422255,10624,43206538,42257,462099
99,146042,2093596,10055,43281013,44210,462310
100,148087,2017949,9880,43100445,44001,447628
