i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,2042111,2787159,16893,64673986,83642,531597
2,177774,5216600,12955,62086139,72134,519643
3,179787,2495195,12841,64039912,72704,532819
4,177247,2616690,13656,62174675,71375,537405
5,177342,2543991,12881,63701349,71301,519168
6,178840,2457601,15791,61354783,72613,534494
7,178691,5015835,13279,61704673,71319,536335
8,180497,2571329,13694,64565621,76376,514151
9,178917,2578247,13144,60526665,76855,528090
10,177915,2575351,13215,62917918,71343,519967
11,178096,2444844,14461,60977204,71021,527307
12,178580,4792886,14348,62053302,73985,518943
13,177214,2648318,13010,64704489,72537,534553
14,178303,2588238,13918,60805407,71296,532297
15,179041,5130954,14346,60472575,74129,533129
16,189057,2450947,12763,61175832,96210,561051
17,179535,4482004,14317,62121687,74327,536944
18,178237,2528140,12939,64622234,71735,525762
19,179789,2539583,14673,61311150,73604,519015
20,178986,5109138,13665,62232384,74082,537411
21,186602,2487335,13216,61432591,91720,1856596
22,180365,2633531,13349,62687784,83718,536388
23,180630,2571629,12487,64552125,75659,526280
24,184696,2541332,13319,60727084,71014,542109
25,186367,5019895,12824,61002551,71748,527757
26,188079,2522700,14730,63132025,93708,1997553
27,178262,2639527,12810,62742638,73707,544792
28,179972,3040676,14014,64091903,72217,541462
29,183184,2612929,13009,61044572,73688,531199
30,177987,4933052,15195,61411404,72771,524285
31,180936,2529268,12848,64597440,72249,526854
32,180184,2609559,15059,61842791,73104,529245
33,178784,2525931,14231,63392122,72074,536529
34,180306,2461764,13914,61008606,73178,527018
35,181180,4826487,13927,61715604,70815,518265
36,179690,2565682,13195,64695968,72452,525172
37,177841,2578218,13539,60989704,70357,527790
38,183902,5218657,13071,62150529,70446,517539
39,177764,2506473,13837,61924749,72353,535177
40,185911,4789867,12891,61958849,70064,531502
41,185889,2539783,13168,64493606,74475,527048
42,179939,2532710,15631,61875306,72666,539119
43,177671,4011114,13118,62062923,71181,520750
44,184465,2546175,12213,64055589,91279,560489
45,179432,4286266,13588,62873638,76270,523838
46,180766,2521619,13210,62015627,72426,528106
47,178991,2549498,14305,63068723,81058,523223
48,191991,3987075,14277,63312978,70582,523091
49,177799,2476261,16835,60497419,73246,1965834
50,177736,2630512,13153,64297821,71083,538738
51,179149,2550603,13130,64607414,75327,527159
52,177925,2527644,15317,61725412,72510,532180
53,186299,4026703,14605,63670288,69824,524425
54,177846,2551817,13644,62880313,71587,1910339
55,177936,2645382,13853,60888634,68764,520293
56,177275,3135691,12544,64200258,71827,531824
57,179744,2506982,14886,61640125,69802,537687
58,178367,4894665,15164,61316667,74637,532799
59,182158,2547171,13518,64561158,74356,540451
60,736799,2841138,17231,64695462,111245,532553
61,178754,2513865,13284,63405574,71088,536658
62,178903,2451441,12911,61062456,75159,526446
63,178419,4898869,13354,61691058,71860,531664
64,181903,2531235,13298,64742302,71800,528192
65,180648,2600170,14594,60772040,67994,532085
66,178631,3832550,13656,62121576,70544,530653
67,181103,2442386,15336,60706605,72963,541890
68,179616,4039956,13976,62868593,73732,527819
69,178974,2517450,13875,62821490,71838,532346
70,179085,2554196,13700,63193724,70893,541464
71,176963,3968873,14862,61980575,70181,515016
72,200521,2574663,15794,63330412,68452,530902
73,185701,4075669,14556,63009106,70800,519468
74,209758,2533357,14318,64552263,76763,549484
75,189202,2773401,18139,63177301,72090,537447
76,186058,4040636,14535,62102543,72183,529877
77,179830,2543503,13356,63362959,71224,1918270
78,177920,2628985,13462,63071767,72159,540129
79,179555,2576669,13103,64632141,78823,518275
80,178049,2525717,13931,60921894,71089,533678
81,177931,4986563,14215,61063854,72217,517365
82,191765,2654157,14750,63181437,95547,2013250
83,179163,2647973,13759,62172843,73057,517128
84,179438,2992575,13398,64108687,73557,515327
85,179772,2495204,13673,60927892,68416,537819
86,183439,4939633,14751,62784873,71217,524252
87,179729,2476131,13427,63408010,81180,526443
88,179417,2617061,13446,62361096,73301,557918
89,177646,2559692,14228,63469117,73898,529282
90,178926,2580902,14057,61074108,72929,537776
91,178227,4837974,14931,61641989,74930,530190
92,180146,2519783,12855,64605699,73069,541858
93,185282,2600478,14373,60772102,73359,527394
94,177360,3880026,13073,62030105,75127,523154
95,178885,2527663,14640,62209800,72734,543399
96,179744,4791969,13843,61771889,75639,514076
97,180487,2526234,13589,64565033,72151,547809
98,187853,2578503,14371,60700683,70738,530527
99,178640,5202719,14297,60359592,71177,545183
100,195425,2464926,14597,61137121,93166,563158
