i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,5699633,5499330,32996,128286820,83500,806391
2,292916,5544618,20425,126453651,79377,788957
3,292006,4474156,19311,126157260,80757,793983
4,291089,5525968,19124,126065499,76062,799449
5,293448,4545277,17938,126470783,81159,792799
6,298982,4557389,21168,125453478,75995,768165
7,290850,5545643,19929,125649218,77179,780720
8,299940,4425357,20309,126035452,75553,813519
9,291412,5495304,19574,125873329,77210,779028
10,289573,5496027,18479,125621784,76134,775694
11,292483,4763395,19958,126011473,79727,804400
12,292235,5482991,21235,125477573,78800,779368
13,305753,4470787,20520,126889683,79614,776160
14,291552,4547951,20089,125630448,78228,791542
15,303152,5520556,19322,125643804,77383,777627
16,300433,4425062,20567,127360211,79054,806328
17,301111,5494097,21141,126146517,77334,798609
