i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,107516,1123423,7473,12132355,42687,330544
2,111563,1161333,7860,11769796,31808,363333
3,188402,1159072,5831,12000652,25317,326623
4,103066,1067445,5782,10794980,24970,331282
5,105568,1097633,6539,11529726,23220,314414
6,105426,1052209,5621,10483044,24577,315822
7,105769,1049612,5988,11442199,24801,316154
8,101533,1057033,5546,10746280,26282,319138
9,102523,1050996,5674,11501528,23706,316095
10,101184,1050638,6511,10565427,24534,316220
11,101533,1047766,5874,11511236,25815,332590
12,106540,1059821,5797,10761767,24436,312483
13,103028,1047767,5373,11170838,25436,328703
14,102628,1056641,6285,10955973,26242,316874
15,106593,1038773,5994,11151596,24369,314101
16,102124,1052874,6577,10673680,25108,316595
17,104053,1037175,6288,11440475,24526,313900
18,103085,1050909,6030,10671460,26494,314888
