i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,80737,341032,3508,3926452,48459,466934
2,40182,439785,4348,3737269,35965,255975
3,116878,367549,3694,40315525,36097,340215
4,40011,422001,2995,2802008,30998,263074
5,38113,428622,2862,3633264,28718,632564
6,38202,401034,2955,3717545,37717,264024
7,93887,392055,3482,12736356,29645,360838
8,38929,422013,2423,2602164,27696,243681
9,39154,406250,2594,2867521,25286,250176
10,38668,386020,2527,2661470,23957,235697
11,69921,387203,2742,5047673,23985,262493
12,38491,405288,2677,2543718,24237,246649
13,38873,415336,2965,2541970,22425,251396
14,38182,384817,2832,2618936,24775,239646
15,36738,375365,2722,2485792,24518,234811
16,39518,2139170,2653,2545139,25091,284785
17,39132,406352,2660,2954069,24103,236994
18,37771,393984,2617,2626743,24290,238656
19,38730,418801,2548,2549806,23117,245512
20,67349,445926,2516,5104000,24730,279549
21,40903,404703,2725,2557978,23516,239034
22,38176,399799,2819,2561006,23585,236244
23,36271,385302,2702,2488942,22230,247403
24,63405,376577,2524,4174520,23205,278727
