i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,432280,1543849,8866,32789739,73044,412730
2,107979,1498611,8612,30095277,63698,389603
3,108115,1519982,8783,29800453,62697,376846
4,110386,1536726,9586,29940389,64683,382999
5,108689,1572337,8563,28286552,63759,1994215
6,114680,1617346,9735,28303631,61906,399540
7,110044,3128205,9562,28373447,65057,387238
8,109081,1521318,10445,29706186,63248,383893
9,109825,1485303,10357,29838327,62954,385338
10,109541,1506968,9902,29624674,71305,380034
11,109708,1523874,9434,29741927,65665,386754
12,110048,1511237,9578,29783895,65611,392648
13,117084,1539435,9534,29956907,65032,382376
14,106966,1578679,9426,28325550,58573,440512
15,108326,3085631,9386,28246491,59454,397226
16,109549,2997791,9776,28210444,64736,384543
17,110804,1492229,10288,29763320,63882,384089
18,109659,1590368,8737,29641618,67137,383148
19,109733,1516424,8906,29732172,64535,380635
20,109599,1624625,9120,29792504,66413,384739
21,112202,1513349,9857,29876502,66076,385540
22,111124,1574479,8806,30130486,65619,392545
23,109000,1584334,8878,28875405,63135,393166
24,109972,3012886,9044,28339386,71263,384959
25,110057,1508497,9638,29620360,63797,393336
26,109272,1479896,9482,29657689,64083,394390
27,108893,1512402,9583,30124623,63314,391873
