i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,5334986,5713307,32182,127219565,86597,1834909
2,285133,4536201,20121,126094934,77091,726188
3,287680,4378587,18758,125438355,83706,745666
4,285222,4336347,19455,125052422,80462,713458
5,286934,4336554,19743,125405028,79889,722280
6,292867,5398521,20813,124037286,78754,718786
7,286003,5457828,19498,124154221,80211,740755
8,287036,5513922,20421,123893353,78695,1595228
9,284036,4466786,19569,124765838,79387,736585
10,284175,4370343,20980,124935270,78466,732158
11,284371,4358628,19465,125011113,86270,705160
12,294364,4332761,18429,124649706,80051,719038
13,286124,5370502,20882,123733636,80037,727217
14,295699,5456324,20909,124004711,79859,731727
15,284923,5400064,19402,123912378,78599,748928
16,284910,5442446,20122,124934903,80766,739244
17,287834,4408002,19891,125387252,78981,756905
