i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,347143,200694318,41218,13209760428,198037365,7135914
2,59336,139222730,36623,13091441762,195480903,7081718
3,59215,137547156,43140,13227555609,196387705,7045181
4,59689,134122481,36953,13066819914,195027539,7070809
5,59810,212494549,37167,13112768421,228138773,7150922
6,59708,137141467,36586,13085468624,194922917,7179074
7,59637,139367167,34873,13161535197,194381288,7073105
8,60630,136676791,40929,13833535309,195636461,7109309
9,60748,216478198,35044,13074637011,236887791,7065078
10,61637,136558341,39548,13122498258,195171972,7063676
11,74639,140806959,39155,13229876675,195421199,7243651
12,60894,146079701,36410,13104245300,212779057,7201946
13,61485,137373257,38955,13064495516,195895153,7058466
14,61256,138220156,36047,13159996773,195335869,7138061
15,62679,213838446,36242,13051781310,195272121,7045380
16,71000,138479561,38175,13066820948,199195876,7296479
17,60389,135680874,35670,13454710804,214166443,7172119
18,60021,232265233,35287,12979132308,197067123,7098237
19,65309,219716418,45001,13076858223,213164042,7210705
20,60739,133544055,36230,13004637842,194838218,7107144
21,59837,139282713,34096,13872457386,208919106,7771509
22,64178,137537233,35209,12974775217,195034409,7111873
23,59257,222076225,35478,13018703403,195646240,7124499
24,58995,136061332,37068,12997307612,195053027,7106354
25,91425,229722141,46691,13136370743,219881351,7329636
26,60027,138518273,39089,13021066504,195869153,7117671
27,60259,133489151,34599,13049506172,197419983,7136852
28,63505,140184744,36494,13024542839,195489989,7099670
29,59117,228948662,35211,13009366727,196201268,7190563
30,62743,219734642,40045,12997827203,196310554,7076315
31,73727,137805292,38289,13261376916,197828542,7468400
32,61506,136699987,36124,13058210482,196057284,7102588
33,62347,137046069,39553,13011597615,195416105,7294611
34,61774,138971767,41399,13081138160,197439551,7118288
35,62403,213159357,35284,12999408505,195070921,7535380
36,77411,211865154,43725,13102109293,196593040,7326834
37,66276,225207214,39442,12984599555,195901030,7086803
38,60320,218101119,43998,13445969198,214498554,7663880
39,59476,136074831,34662,13027589936,195514620,7353349
40,81790,134592216,39414,13190927003,196173838,7291489
41,59652,139411388,36251,13019317422,195979094,7135309
42,66268,138493162,42418,13060920952,197584497,7215438
43,61509,139478993,40610,13782314205,211738668,8001648
44,73413,237501501,47073,13008519485,200806806,21876620
45,61951,154578753,34997,13032295009,211344013,7117597
46,60244,134017152,35323,12988678705,208725241,7069126
47,66815,132736529,36386,13731825213,213492792,7785501
48,71481,212351025,34291,13289344151,197958321,7274800
49,59136,132647092,38335,13018604387,195431928,7115844
50,60005,134439600,35249,13027361095,195528997,7114975
51,61219,135649574,36684,13080388733,195968934,7085885
52,61352,133138168,40382,13176985020,194496222,7278550
53,59785,223351684,34032,13000083859,205125953,8141015
54,60565,136263500,39828,13010560925,195290150,7131191
55,76673,134513726,39436,13972383728,209776222,7971543
56,61555,281666889,40377,13213970725,196944600,7085557
57,59133,136977996,36718,13049994157,200995158,7436439
58,62052,130127495,36248,12976728695,212535396,7115929
59,61600,137062719,34498,13300149495,215324150,7141888
60,60112,140852983,40495,13056656048,195155168,7143783
61,59099,146156108,36114,13031917090,194600336,8123806
62,60218,222951155,35528,13011895606,196384128,7156300
63,60652,147762616,43062,13031040410,194600314,7085531
64,85687,137330086,44621,13662680969,208726609,7921399
65,59588,134583285,34678,13671576040,206994015,7771598
66,63986,133820674,39267,13188859677,214994843,7110778
67,71202,138085149,47067,13042318296,194540836,7410600
68,60507,141850924,39153,13001484992,195635453,7017368
69,61059,137545910,35661,13086585576,198233598,7153013
70,74982,215995391,34366,13999944534,193351552,6937389
71,59859,136475539,36318,13232335270,195449415,7108405
72,60863,139687055,36199,13237308278,195598285,7141508
73,58964,228232447,35476,13059151033,195635610,7086454
74,66261,135440470,40395,13070407405,220619224,7130680
75,77982,163543751,40871,13215985587,196684233,7425449
76,59860,228863273,34721,13200284454,195867188,7363688
77,60642,137082706,35143,13041888155,210842860,7123633
78,60578,135331957,36250,13021515922,195710770,7231849
79,58756,138376128,35746,13022633118,196722986,7038618
80,93929,138680284,38560,13751413359,217921472,7321374
81,61998,142273564,39469,13566874130,196366945,7182529
82,60009,231900357,33695,13065071606,197667380,7158166
83,59948,133699298,34954,13018550901,194962819,7032482
84,59714,136699702,35604,13021684968,194731342,7043824
85,61491,131620920,36699,13016742517,196813411,7279776
86,63118,218272400,36365,13000259531,195567495,7088483
87,60782,212105509,36894,13021155461,195923404,23373124
88,60547,218054069,39256,13040637132,196033448,7129792
89,60864,223145271,35611,13843182331,229465717,7828816
90,72474,221717321,42753,13014411318,195342787,7243320
91,62335,132942749,38900,13819945775,195818949,7094082
92,61050,144265837,35116,12965316476,201592215,7268863
93,62937,136841526,35799,13058866302,197191839,7087759
94,67836,145102392,36684,13025222203,198767989,7296328
95,60607,170820471,33770,13072435597,196231451,7158826
96,62666,224767716,34718,13043049904,195936942,7164079
97,64018,134432154,34916,13013244860,194862550,7116523
98,71196,226117657,35600,13244752901,195922974,7268698
99,70492,142854672,35731,13014436903,196335209,7593292
100,60523,135043334,35080,13755005922,205723871,7859834
