i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,790238,193611460,73863,36744555398,145713381,7663151
2,129661,190747350,67109,37145845725,139268438,7489526
3,152431,194134002,63269,36309636064,138409285,7537189
4,134126,239278008,62008,36356363715,139141490,7302309
5,143622,185503333,70916,36369998569,138873969,7343268
6,131670,192836697,61439,36942611990,137899969,7351212
7,132921,197276343,61822,38750284820,139878495,7317727
8,170085,187648852,67372,36695417300,142446232,7695105
9,130940,192642260,62848,39083298525,145091154,7340960
10,148268,222169910,68749,37089418413,138801753,7608336
11,135308,202214337,67637,36568592268,140472889,10257809
12,148896,199714003,68073,36526689394,139390310,7348167
13,129092,224944152,63068,36313467320,139918075,7693183
14,164783,195153361,80195,36297664427,139434614,7319723
15,170999,226040600,67966,36750962731,141446247,7783687
16,132646,218867556,76911,36475886250,159060504,8555909
17,131868,192665475,64523,36379575654,140000734,7337438
18,147028,246007596,67198,36419134872,138952694,7480005
19,131458,217743844,61499,36793651209,138045238,7462734
20,130402,187245103,63606,36247437510,138596033,7315669
21,153398,183879659,67792,36219413554,138187053,7361684
22,135944,198261167,63484,36170233025,137443406,7263858
23,148012,194139043,74049,36676173592,138041069,7281843
24,132144,220009536,64207,36157644961,139083558,7275804
25,157665,187891253,64293,36257556859,141929325,7823877
26,147884,186401969,67687,36172030778,139826715,7448908
27,132267,201862768,64860,35963369664,139622732,7220202
28,151471,318295773,66269,36061467734,138531541,7444440
29,133935,266968859,68185,36311988232,143243946,7255305
30,153713,197842821,71923,36176672875,139329701,7318828
31,184299,185948295,63602,37760538160,142401515,7902735
32,131659,240969287,63572,37593533330,140064650,7270998
33,130968,192708499,62865,37873274552,138712567,7246494
34,130534,237194126,65003,38476601124,138664415,7315249
35,143411,189415069,67802,36249431001,138563495,7536750
36,149562,213858732,65409,36138254796,138275818,7444595
37,136391,194593654,63101,36212064063,138165809,7302642
38,133587,189250463,66786,36181345592,142641167,7498101
39,151913,197453818,74586,37641337037,137944701,7369689
40,134794,199090836,64667,36096860128,138792944,7570687
41,163610,268568562,64264,36378041356,144143927,7863342
42,137410,208513431,69755,38703526489,154760150,8229122
43,145586,208794495,65984,36331312754,137861471,7487330
44,133773,199768376,67610,36270534347,140034276,7318600
45,133376,199383163,63632,36239838020,137629943,7313181
46,148408,211981195,68107,37005650981,152776830,8835460
47,134004,254428485,72105,36178810783,153025811,7283686
48,153651,258697528,71307,36113443171,137865265,7373671
49,138152,189315922,64725,36241823889,140491442,7352483
50,167199,198094533,63975,36707573631,141322034,7886558
51,132100,203577035,62076,36439712525,139091151,7305117
52,132422,255730086,62653,36253523145,140238936,7280255
53,131990,217148936,61697,36240755165,138434607,7326004
54,142795,243774806,69779,36732363797,140234796,7525746
55,131534,204209888,63814,36383392571,139019814,7299801
56,132338,180558646,63088,36499588162,138393736,7287078
57,147313,254385071,72835,36341124827,138289758,7544109
58,155128,206502089,71613,35962555967,139058190,7365725
59,136890,239883957,67752,36254005041,138586514,7268545
60,133462,198439322,62277,36274391184,143941577,8564089
61,132150,246099029,68795,36059483808,138164017,7284228
62,168392,200922376,63784,36434849501,148056817,8392635
63,132818,206625763,71203,36061558413,154365574,7367303
64,133725,205615749,62025,36218169135,137906489,7193151
65,143499,200124539,66202,36688864624,139339729,7503842
66,134093,198974344,65404,36065394742,138772692,7253290
67,145493,207750746,72255,37539415860,143332473,7462754
68,135854,247654643,65527,37516228745,140032007,10383271
69,130343,204391798,61161,37505005520,138553804,7889344
70,131637,210857109,62938,38359528494,139232068,7343932
71,155825,206110542,74109,38398357562,138498391,7497185
72,130456,196057297,61996,37597221990,137902408,7263849
73,177119,210860043,63910,36157926421,142038952,7864110
74,158287,200552516,63268,36436418060,139525467,7307431
75,132651,191935515,63775,37415852707,144488530,8010022
76,132261,228228802,61854,36301325244,138647821,7312337
77,134110,195188587,67830,36741956723,151477886,7305142
78,146870,189544605,67709,38387858885,140418839,7401180
79,132029,189243141,61964,36321923716,138430785,7335162
80,130379,286766169,63107,36143354501,138000252,7280535
81,151394,195912004,66332,36300356230,140985189,7889702
82,132553,182704607,64912,36144693659,139263396,7274040
83,141491,243167613,72960,36055380480,138411798,7316323
84,134440,226384688,65829,36168290172,138846100,7299157
85,133713,235895222,67445,36716244092,138954644,7370021
86,131430,236821521,62668,36004757756,137520491,7321876
87,178613,265274705,63524,36354266829,142604966,7763797
88,131734,195206409,73401,36008681302,151869129,8060803
89,149865,196050012,74391,37403035253,139178038,8106544
90,130162,199996746,62638,37763289283,141540772,7332558
91,147908,288033300,64420,36063090493,138601799,7330697
92,154345,199047179,77540,36161097888,140390833,7942379
93,179771,197536095,63384,36896175342,142109209,7771412
94,149786,196461978,92210,36329036390,141136451,7318906
95,147693,199070198,74229,36304261335,152988950,8129673
96,150202,205403141,66584,35999506362,139075437,7356013
97,134198,199803567,63136,36152089227,137984821,7370133
98,136352,188443719,62827,36182295638,142024780,7773915
99,151707,194809390,75774,36046349221,137820106,7339283
100,163693,229952633,65480,36469837635,143125196,7811841
