i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,278942,211148745,33664,11373705571,232927732,7210854
2,56232,226675425,37322,11777367914,254645791,8223877
3,54641,221912308,32377,11383811040,228105552,7118007
4,57218,140758888,36414,11349305131,247647278,7249198
5,54279,218681646,32680,11412965884,228526454,7452257
6,70835,221885416,41213,11403823503,228752891,7409581
7,56155,234999099,33475,11449610638,229507449,7241555
8,55824,134929969,36519,11359903772,228817015,7464960
9,55074,211519135,32568,11347920124,229139679,7206148
10,59012,133085643,33245,11348061372,228107285,7204057
11,54360,140445088,32099,11330350938,227299175,7150370
12,55044,218259388,32993,11426326517,234913656,7279815
13,72308,133123193,35339,11733073382,255318242,9274093
14,55532,148359016,32883,11500547219,227564690,7585848
15,55045,132825697,37491,11398689918,229182956,7186053
16,56125,141455421,33394,12075976472,250447568,8114386
17,62787,130596930,32896,11430913512,235603251,7269642
18,54324,217820350,33430,11390861519,229406779,7224497
19,56175,132391312,38371,11419330895,229483493,7528755
20,55250,154531207,33399,11354185742,228793399,7178268
21,55887,134838144,33055,11384464871,229082659,7227161
22,55397,139999675,33997,11937831156,246576150,8319541
23,57706,233113951,33636,11413785055,229470836,7570358
24,72274,138104499,37794,11385142020,228069770,7285484
25,56388,141242888,33943,11426207484,227863799,7266667
26,55041,223787119,35088,11297757190,228618942,8493168
27,54363,136991326,34095,11723395371,228308218,7155025
28,54883,223568897,33077,11346254383,251913322,7468130
29,71890,141815826,36017,11472642650,228744553,7258805
30,54726,212846678,33844,11357212307,248040308,7308016
31,54292,141084816,31675,11409521551,228154383,7239529
32,56602,135062838,32598,11355126492,228859078,7168760
33,56737,140787988,31994,11435727006,228819104,7281215
34,54679,225109855,33722,11304881994,227828049,7110868
35,56369,212819014,36228,11386559475,228062396,7291582
36,64896,135602928,41696,11713297863,229062132,7249753
37,55093,217306328,32007,11374977607,228045726,7351194
38,54762,136312000,32706,11371325539,228978079,7302912
39,59973,141534723,33637,11441278423,231009412,7188501
40,56674,138426472,37987,11353520287,228092770,7231770
41,54607,140061204,33130,11382323409,229462897,7155014
42,71629,139508677,34287,11600313286,228091658,7531033
43,54462,220254084,38123,11395862837,230106929,7208794
44,56926,141662031,37222,11403892004,229368632,7185253
45,56056,132415776,39612,11386694729,229372716,7514851
46,54450,219328787,33153,11473719363,228747172,7183802
47,60330,130437072,36002,11338139998,229306792,7440210
48,54960,211922698,33732,11411536668,231199508,7174260
49,55155,220753106,32156,11358390946,228505468,7238837
50,55652,230832940,33709,11423334746,229627494,7248942
51,61219,133246829,35958,11461617834,228776610,7316498
52,54564,151684691,32617,11398091508,227689070,7184580
53,57076,131492266,38564,11393517610,252865907,7272076
54,54238,137162918,32481,11424496105,228389150,7549265
55,55172,134085116,32824,11326994078,229776172,7190793
56,55616,203340978,34415,11441636397,228881440,7328354
57,56408,141963864,37325,11339040616,228776713,7591540
58,54650,131985789,32427,11326952368,227744269,7456382
59,73017,236239217,37732,11374845338,232665574,7542102
60,54272,136731655,32936,11331703720,228739515,7241040
61,61771,154778431,39212,11492583542,228794262,7228673
62,58979,211477544,32951,11358120694,229081206,7200200
63,54337,154895030,34390,11484514690,227671124,7126995
64,54842,220642289,32114,11316316545,228906376,7240792
65,54569,210277859,32123,12008665210,236076609,7275056
66,71174,223915150,42413,11468154847,228948914,7254509
67,53494,132334546,30670,11333053073,228133041,7170547
68,54051,230265097,33268,11383233786,229070925,7203257
69,55893,133945444,37468,11334332549,229190503,7171142
70,54584,140440478,31510,11408792478,230211969,7161551
71,69376,154588049,32193,11633254477,228883380,7393758
72,53617,222806205,33060,11385098006,230466515,7435929
73,55179,140255693,32076,11397019478,227997170,7177312
74,55482,138695043,32768,11329019278,249401667,7248039
75,54673,140101965,32870,11424037892,228518960,7158692
76,66074,224627841,37052,11392769205,229362731,7503417
77,54032,145956379,32883,11950111908,243240557,7986260
78,55362,170523510,32744,11395464198,227803062,7193395
79,59152,135676727,33198,11357831819,229326317,7179992
80,54988,138675579,33714,11851345558,246297197,7943998
81,59663,155870354,33299,11402935055,229280796,7285163
82,72741,133801923,36808,11345532646,229697128,7565290
83,56064,143038142,36601,11391971933,227610528,7192461
84,54934,133532414,33964,11343978974,229353059,7181792
85,54447,128980489,31794,11423300827,229594597,7609405
86,55928,139085099,36799,12065231881,242773009,8043144
87,72429,219471309,46205,11419062083,250592649,7488173
88,55580,147876292,33495,11486492605,229166528,7198270
89,57584,141573464,33040,11519777453,228180574,7183540
90,54325,209550268,32637,11559258714,228299338,7182949
91,56571,141309412,36610,11431822936,229315544,7179183
92,56514,133843984,36751,11347841015,228274710,7400145
93,56081,211844068,36695,11371530634,231482832,7182028
94,55374,139047021,32359,11381615553,227812171,7602563
95,56050,130294102,35903,11303262388,228287122,7131845
96,55241,154640738,34060,11494367369,229645621,7565363
97,56557,223088016,32929,11420048970,228786460,7224376
98,54600,223659990,33405,11344619571,287931350,11469591
99,54969,222117309,33767,11588884700,229500361,7193225
100,53402,142277229,34029,11320398438,228474878,7333461
