i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,462960,246693650,50394,23410126537,387147692,10015569
2,77918,228119138,42947,23294213633,379001527,9794232
3,76851,147434740,45194,23762709442,377627207,9788202
4,77140,156175653,41244,23460510556,409731175,10083602
5,77557,167546937,42937,24297508372,379157379,9790049
6,78032,167531339,44577,23335812729,378777353,9805971
7,76818,237438354,44378,23519583958,378490234,10410621
8,76452,154144068,44058,23471298856,379112821,9803479
9,87584,155030890,50727,24975138060,379812075,9979430
10,77824,246186613,42144,23866432996,396765334,9931815
11,75030,162641502,40536,24043955672,378464493,10407437
12,93712,163612739,42640,23842014922,378938052,9896137
13,77695,158529881,41676,23465038266,380206178,9860395
14,88029,149736849,50085,23595516516,379833061,10041413
15,76806,159380505,41869,23550172756,379973674,16949818
16,77988,147862694,42756,23574961752,380699517,9790087
17,80779,161108063,44034,24129189574,408798890,10537553
18,77448,161538432,41058,25219659804,420718470,8855039
19,77438,202650886,43869,23394391970,378688611,9847978
20,90080,164824405,47182,24246957016,377221422,9880791
21,79259,163457224,41161,23665505073,379625006,9819340
22,78798,158202527,46058,23582069237,379533778,9846350
23,78323,149161474,46107,23385905353,378361845,10263916
24,88538,148324323,46420,23848488811,380273642,9993482
25,76915,236771134,45147,23490960893,382741333,10188614
26,102482,155579993,49268,23442057339,380989251,9843135
27,76394,159695116,40756,23495140511,378876650,9781152
28,76542,159014892,40899,24036133288,387154905,14004352
29,79106,243506367,45243,23736382131,402571644,9886898
30,93680,247110333,47990,25115254240,455467562,10462770
31,80425,175149649,40912,23807673081,401676438,9983009
32,88358,170875328,45381,23471889055,396062568,10000664
33,76925,244714568,45269,23399570517,405568471,9825936
34,80852,174251685,40768,23487143568,405346815,9862507
35,99004,172954308,55931,23402328593,409316591,9939152
36,77034,172172586,42223,23299841335,403925121,9809378
37,76791,174151205,43777,23319881099,403463158,9799326
38,79078,251480762,41754,23907329819,405349318,9839888
39,78752,170229010,43880,23599960378,396598230,9850252
40,86531,171040389,46200,23428889757,405244151,9783230
41,88162,166651186,43838,23719693955,395310639,9934630
42,78386,242921079,45905,23777174920,404506536,9859155
43,88879,161128710,50428,23642133303,380440936,10107103
44,80486,247332167,47525,23595589274,378697176,9826280
45,111414,163129717,67091,23846746817,378849805,9962519
46,78645,152595534,46566,23659863691,380254806,9768027
47,76876,162013371,41179,23471878757,380956570,10091472
48,75317,155240117,40423,23723962695,378316018,9809249
49,89968,232608939,42454,23889831421,379024982,9793856
50,77617,245458568,42181,23425211674,378945029,10349413
51,75328,147471613,40351,23453403881,377814784,9789689
52,85695,146555348,44838,23744050203,379414071,9979141
53,76457,154018669,41103,23380957176,378882201,9805034
54,77041,237933490,41551,23326465856,378302025,9755872
55,99365,163502357,52414,23547151433,379466986,9907359
56,79311,161086445,46510,24272524169,404829803,9873952
57,76630,174189940,41761,23401976178,387483072,14873481
58,82535,162466995,43532,23843244866,379975331,10316079
59,76457,183553151,42861,23784703825,380672334,10183286
60,89965,234388652,42873,23731350095,379172510,9931892
61,77135,231785465,42222,23323116811,379710983,9788461
62,76877,151846413,42579,23330957785,380645781,9808531
63,83671,153732006,43984,23502030267,380091285,9875560
64,79439,164959895,44775,23380002740,406132144,9873514
65,104686,239321123,54600,23546871466,379731171,9997209
66,76211,158061551,42904,23916091057,380542064,10181304
67,77340,157468537,41097,23582905192,380034141,10377969
68,81890,148601314,46573,23683216267,380467170,9787561
69,75821,152274108,42488,23440601725,379674709,9892862
70,85538,244334981,49953,23893822816,422258223,9837286
71,79261,170882264,40695,23647529716,379491201,9791594
72,77301,159156972,43741,23493862932,379183647,9850269
73,76411,227003293,42017,23749082060,380906093,9818773
74,87514,149300853,45627,23789633420,381059669,10086147
75,80908,162565806,42453,23374437042,406933555,9850558
76,99854,153821119,53661,23667262892,380094855,10090725
77,77694,158048364,41402,23603185952,377457998,10297598
78,77985,151976736,43096,23518067440,379468540,9822729
79,77383,155339476,43866,23617113113,379417042,10035728
80,78069,245971419,46780,23597941788,378797999,9752446
81,88736,166975512,43209,23743579967,376984290,9829326
82,77841,246591550,44193,23348261252,379149315,9807644
83,85139,157899466,45409,23312363435,378713801,9867431
84,78678,165845703,44507,23473822952,380344118,10906487
85,78150,165946376,47065,23683774516,379094150,9864612
86,100110,154161459,55670,23548422639,379707396,9948929
87,76152,155386228,39930,24021952439,377913422,9748882
88,77821,169288322,39676,23418546814,379163808,9679710
89,76265,157496469,41165,23513689617,377405268,9835124
90,77580,149346308,53852,23573273427,378907050,9712349
91,77455,154720760,42585,23540866162,402693445,9809922
92,87450,162788820,45933,23674173309,377363784,10276681
93,77126,185008114,41007,23507690625,379430653,9756098
94,90610,151705791,45773,23919638528,395078210,9986738
95,110434,164788393,57180,23173930610,379519518,10122898
96,75888,269335703,43324,23448335996,379898080,9722636
97,74597,154722181,39938,24913831663,401587140,10777642
98,75846,172943747,42827,23699030125,377096843,9824197
99,87931,159014693,44899,23710401468,380927647,9880377
100,76746,159935065,42415,23518881019,381591482,10104570
