i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,588283,189574109,43740,23711697540,294918126,25690815
2,87195,159213237,46231,23942974226,307026104,8506238
3,89930,154136096,46948,23822500975,283491624,8332642
4,102098,151231851,52853,23696129549,285486135,8445751
5,87711,159548209,43713,25092648924,307156440,9469455
6,87920,148982501,43411,23531156633,302870337,8280641
7,96348,155557423,48945,23432619959,283859101,8532454
8,86853,150966723,44228,23403455839,303529966,8311113
9,115567,237217399,56697,23680398266,286714459,8501540
10,87887,150715520,48264,24016174436,286107858,8617916
11,87801,236317463,47608,23979286139,287508054,8328406
12,111409,154094299,44441,24377662403,289502878,8260397
13,86030,243853788,43934,24133965087,285114367,8617187
14,92489,153083458,48958,23565584945,287646143,8450403
15,88613,153001250,46188,23957371082,285884209,8683817
16,88737,150518116,47976,23582685170,303872845,8829589
17,87846,240037399,45239,25042191950,286448555,8457076
18,88558,156745644,47791,23651846641,304614984,8903898
19,92226,150491922,47066,23477922209,283603434,8540800
20,87162,142621970,44295,23487731913,282456074,8388219
21,109313,148275171,54684,23612505066,283418418,8485201
22,85092,147512060,42242,23554748769,286699224,10379362
23,102837,218633809,49632,23774825034,286878318,8451590
24,87583,149315399,47378,23432738600,287847497,8661255
25,100054,176187658,48247,23564559148,287533525,8616385
26,88880,157992641,47136,24022116901,285936128,8385355
27,105979,233595923,50095,23563472739,306805808,8740924
28,89421,195855089,47663,23479335201,285310814,8275048
29,87113,152073379,48222,23491758746,283709522,8376331
30,105260,146310922,57614,23594596181,302789423,8510609
31,110923,146613893,46307,23774481791,289184689,8598856
32,88019,148808908,44139,23481032044,284974271,8266577
33,107621,169833740,49927,23657509307,302017660,9765948
34,86792,254727836,44372,23498596416,286242711,9620907
35,106334,262092792,46635,23544622502,285814133,8478987
36,87478,234703680,45426,23520075757,290679783,8594653
37,99353,150348641,58649,23468670249,297228876,8818897
38,86659,188483252,48176,23628305820,286198149,8620839
39,86516,150210817,46727,23503178508,286570348,8386793
40,98527,231052990,44940,23702128142,300994431,8768349
41,103739,148795615,51461,23523933018,300862306,8599510
42,91867,148757345,44365,23418512286,285594340,8601854
43,104729,178591335,47030,23491418250,287645241,8382581
44,84862,191150470,43999,23495535747,286170381,8725637
45,99042,150732473,52789,24617549956,305022467,9677870
46,86554,153824306,44462,23448436915,282654683,8530579
47,86467,144624214,44183,23558311461,284011764,8754017
48,91906,150947484,51678,23419195566,284846570,8268903
49,97747,227472781,43899,23805512967,285595075,8614500
50,86131,153865820,43851,25324762185,304572876,8604360
51,101484,235175175,51410,23490139817,285202254,8489768
52,85402,166296511,44255,23488346714,285747293,8799709
53,106042,145884781,48275,23797118286,286052461,8855875
54,86444,144375722,44155,23533086299,287726255,10065842
55,85593,152541600,43981,23426176631,282582123,8452727
56,96987,152798240,53274,23444302979,282655843,8315713
57,86037,188083532,44899,25600442133,301706318,9121660
58,113730,182165938,43523,23826835722,291674473,8447083
59,87770,210517823,44407,23586598578,285609646,8398058
60,86483,152442235,45262,23544790390,288934663,8330360
61,88905,151819736,45888,23381683893,313365023,9049123
62,104584,155825673,50449,23610888420,284307003,8472785
63,87617,162804881,48352,23400391320,283662742,22240507
64,92253,154744160,47122,23453478007,284677460,8761437
65,104398,151376121,48370,23534290785,285300821,8570171
66,88062,235685680,47670,24037380365,284742948,8323076
67,86460,169492468,44587,23425841189,283621085,8412007
68,87257,151821191,47319,23505152099,286520558,8822038
69,99655,228322743,57748,23546686940,285409413,8395348
70,92091,143468685,45475,23510902648,283407888,8755890
71,85158,151024009,43711,24959372903,286558946,8693677
72,86110,151086412,43359,23540948085,284873516,8313190
73,107390,158496365,43739,24796332551,285761474,8337898
74,86860,145577974,43575,23391874863,285729173,8277924
75,89076,153355282,46035,23449967302,306020454,8745207
76,85904,238116309,42096,23435869889,284747521,8293072
77,101080,159160710,50287,23553102950,284601427,8446334
78,87569,160668740,46773,23338383391,284020291,8257451
79,86043,154771110,49019,23474294084,308722132,8354089
80,107721,155258025,50321,23550039099,286980146,8756070
81,86048,152862943,42358,24734856900,298448083,9604932
82,85354,155712829,43499,23419199252,285548343,8223669
83,97364,159527394,53571,23605175646,285215053,8680924
84,86239,155192021,44741,23441619502,282701809,8501513
85,97956,153534633,53137,23379220077,302100669,8677173
86,87048,153214694,43348,23803259937,283535515,8310874
87,102880,154952240,44236,23637070996,288599323,8487331
88,85811,150604968,43640,23488933771,285561405,8299861
89,87680,153960199,45196,23928383612,285555494,8254744
90,84489,156499761,42085,23482145462,288543085,8492565
91,101562,211623063,49004,23549029786,286289148,8612195
92,85784,166704959,44733,23449210406,286889111,8634133
93,91340,154725191,46785,23547845682,284898472,8448160
94,105709,158010998,46571,23549692033,284373284,8646974
95,87335,155903394,54435,23489727119,304537990,8844789
96,87411,208538138,46713,23568256849,282813070,8658020
97,88160,213407375,47449,23546323503,284191971,8831904
98,99500,154796084,52920,23557996083,284503412,8419192
99,86463,155237286,44660,23390581331,283192692,8278380
100,87377,161123713,44682,23492845877,286558407,8461014
