i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,645761,178705462,53989,26260032704,134369847,7441781
2,106322,242445521,52352,26139910019,127415670,6977254
3,120751,175673911,57953,26137292434,127461555,7098369
4,105905,173493252,51781,26959566823,127625601,7036973
5,129975,176165043,55858,26357203044,127949145,7176966
6,106895,173171790,52693,26047510034,129077046,7011307
7,104197,169436972,54407,26102322682,128369065,7044479
8,105259,219588451,52556,26219117158,127297513,7007225
9,108042,175984511,52238,26168863966,128847090,7023983
10,105261,204773139,65859,26243343111,127869904,6969606
11,112259,171243683,55890,27002104293,127840517,6978280
12,121407,240418343,53307,26437799096,128836550,6999897
13,105291,175220613,52861,26170312356,127152710,21445680
14,106981,176997231,54305,26233840421,147344893,7313907
15,109857,179114650,49665,26291767604,142777037,7036747
16,121948,238936769,58959,26290550917,127831664,7159787
17,106024,239986676,50894,26236899152,127098958,7774540
18,123075,167917772,57366,26302549703,128217771,7119568
19,110128,268183727,51078,26285432747,127911993,7366339
20,122270,211071256,59221,27428025044,127445944,7070307
21,107214,175069298,54591,26202737379,127128415,7087072
22,129923,174827998,50880,26553836831,131808079,7025529
23,106219,173418840,52044,26136065702,142315406,7156198
24,106742,244500069,55103,26134115069,128811255,6994386
25,122652,177400183,53877,26146559058,127716313,7172854
26,106439,182494364,57233,26352365313,127917690,7623592
27,124969,170002614,56258,26082879167,128075165,7175724
28,107220,263970925,58281,26044980992,128453597,7640155
29,110983,174272555,74214,26101070754,130747877,7001189
30,106139,173079055,100859,26229883440,129372689,7497161
31,123329,244740643,67082,26206354720,127793456,7145490
32,105142,170448953,51128,26136648452,127575714,7270825
33,105487,243125156,53562,26289100885,127696676,6940805
34,127903,166939849,51579,26432008186,129670479,7029031
35,103885,232722583,52965,26155935592,130214748,7176843
36,105006,178300695,51770,26161964724,128024397,7056700
37,106722,173299235,56427,26096672315,127987625,7233326
38,120896,175994458,56036,26304104251,128682575,7242297
39,105123,211797784,53619,26200413711,127715175,7210640
40,107135,176038770,54694,26198130016,127512007,7055366
41,106514,173309869,52963,26090776931,144947493,7219702
42,123657,174202285,54451,26095827134,129701752,7269848
43,105708,247939028,51934,26137970932,127841239,7783060
44,125280,243661323,60216,26265097662,128013928,7188876
45,105304,236774698,51874,26903851860,127835909,6961569
46,106274,170226874,51526,26071066309,128523121,7085238
47,137137,172157406,58631,27230137822,130003209,8383144
48,107189,234368249,51201,26143196287,127711292,6943404
49,113868,249878497,55056,26233447642,128188758,7161613
50,104599,184175963,51515,26152157085,127566673,7882842
51,105917,171682630,52453,26233334256,127811870,7497741
52,125740,169861995,58943,26205842581,128540983,7260259
53,111631,173824561,50683,26320383189,127384282,7098423
54,107967,175808021,51223,26181608324,128518351,7036032
55,123299,172247996,68517,26279618835,127989693,8020436
56,105574,245935216,54676,26245816676,128474630,7090417
57,106531,172729584,52686,26249822964,128320220,7463363
58,105989,173939643,51298,27130083271,127252569,7867919
59,106530,165551036,56003,27905073679,127820096,7270336
60,104832,176272929,53640,26402807559,143185370,7171290
61,130939,177953341,54844,26457182506,130500619,7679849
62,106436,171234545,49965,26267418340,128886013,7180518
63,105798,174112999,56690,26111839674,127480281,7905151
64,107296,174540795,50666,26262477491,127816134,7023878
65,121636,176851800,55668,26184326407,127687708,7747259
66,106599,184887903,55772,26156183575,128411253,7036695
67,105956,176017931,51208,26244074041,130054936,7023422
68,126011,172019518,61221,26289216283,128043982,7364294
69,108892,182092463,60345,26120137858,128086359,7824625
70,120708,168938071,63925,26325188789,129251023,7318647
71,105784,173782104,52556,26304016538,127362959,7074781
72,107425,233284339,53234,26246177012,128980135,6995277
73,120247,175165060,53677,26615572124,129755275,7790167
74,105511,176869807,53209,26257942676,128139802,7017015
75,106568,176119280,57173,26166858672,128184830,7341320
76,104555,174871913,59048,26284445574,127828883,7625110
77,120725,172796738,63154,27037471874,143693773,9725700
78,104787,184501310,50769,28287830530,128919053,7115162
79,106241,178297504,52687,26297547909,130077358,7200030
80,106773,181728575,51722,26193514472,127710030,7022003
81,111469,239989108,56165,25998398066,127247458,7758122
82,125412,171862561,61061,26219755116,129027260,7170520
83,108766,234774834,50997,26204770067,127918568,8359193
84,106407,178653024,55453,26176969716,127506744,6999534
85,127054,166525290,61065,26177142306,128907297,7100123
86,106771,247994916,52326,26141764077,128938832,7244857
87,108797,178975234,57151,25930111684,127184593,7731283
88,105363,240148848,52950,28160607317,128051839,7173040
89,133302,234136740,54085,26310875063,130340678,7720396
90,104216,172380747,52749,26136482637,127556163,7032005
91,106333,247588977,52378,26068539381,129475594,6947946
92,106207,175565202,52841,26071200056,129376701,7744140
93,118021,180298910,60620,26236371262,127601528,7131553
94,105402,184929690,51135,26173879437,130766628,7008370
95,126688,177064948,59207,26161147334,127818079,7166723
96,106848,177864186,56925,26242632967,127987428,7651685
97,124588,175008330,61164,26045437006,131231534,7746516
98,106081,174228925,50081,26178482355,127710499,7351551
99,104594,175087715,53710,26172929253,130244871,7667348
100,105612,167557335,51619,26055775485,127513248,7009199
