i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,430764,268471457,36170,17641765849,464472330,10475696
2,63687,127657834,35374,17719265829,458259828,10467309
3,61233,156899979,36185,17659607503,458609291,10852341
4,62975,162520360,36598,17907174389,463150633,10451822
5,63075,139887471,35035,17717096878,499113353,10774121
6,66312,144740255,39378,17630626163,456427482,10829105
7,78178,136039814,43386,17711816724,458293451,10516485
8,64025,148908060,38298,17700296611,477262040,10398722
9,60872,146127010,35353,17640406637,458264490,10398358
10,80045,127451996,38528,17665691908,458938227,11022168
11,61722,225466987,36836,17720662637,471558205,10466190
12,63868,232494632,40493,17650062995,456884158,10326744
13,79385,133169465,44483,17725922216,458265115,11070074
14,61856,146742694,40380,17729830608,470987049,10421546
15,61064,140400065,36005,17635289256,458412201,10487864
16,62735,137355500,35444,17651315226,458622986,10378203
17,75063,144761710,36478,18384270343,475794531,10864886
18,70122,198967695,36060,18644907413,503112974,11686852
19,62315,228214967,34193,17694998661,468782851,10561169
20,61798,148995065,34546,18153127008,457851563,10439447
21,62126,222481441,35444,17678882436,457986479,10617888
22,61971,139236609,34671,17669568902,474514534,11643164
23,77428,226267963,40647,17656266654,475084432,10498826
24,74550,145054019,40072,17658080287,457452892,10646914
25,63830,138558785,36029,17646947024,457969975,10452593
26,63827,147526920,35854,17704263656,480054062,10596968
27,62519,136108536,35623,17874530528,456324025,11562464
28,80340,137883041,38022,17649123570,457449969,10575156
29,62342,147757904,40012,18581364536,504407526,11638067
30,62066,137335105,37175,17771740183,458319162,10382587
31,73475,136549304,49373,17625204681,456477909,10425552
32,61561,228377167,40966,17658452992,471522611,10384410
33,65044,218325354,37308,18202692114,455746108,10441700
34,79525,163997316,37290,18016197425,461619402,10798684
35,61960,138941077,35355,17773226091,489525929,10867897
36,61986,151052179,34748,17550623928,472576409,10871557
37,62093,137364477,35757,17702827173,459191152,10513396
38,62096,127488378,35162,17670735499,457909509,10465319
39,79150,149117472,38920,17585970242,480736427,10672491
40,63029,149295096,41872,17679188153,457414954,10432527
41,64696,134565944,39183,17727047219,458532641,10463645
42,62771,141588117,36404,17692689747,471593701,10336311
43,80163,218988743,38441,17998988098,458300800,10521737
44,62423,219996254,34020,17681924902,459672093,10693584
45,61624,136777892,36741,17654546496,456844954,10348631
46,63161,149067360,34238,17714771236,477007642,10416761
47,61959,133280407,34864,17666668868,457963157,10349737
48,65493,241905174,36080,17595734695,458361966,10400755
49,74454,141390928,43901,17944136644,474123363,10398811
50,61853,228237114,36177,17642221818,475407819,10749900
51,69877,228396147,39079,17641250037,462252506,10420896
52,62412,181133615,34882,17695598556,456884201,10428083
53,61678,148024878,36167,17692129677,500868567,11824237
54,76167,142863219,35602,17902146306,458133713,11189229
55,67309,134854892,50554,17660253325,457542413,11184131
56,65594,138107305,34996,17634384230,460470316,10426846
57,62790,232349580,41556,17648334530,480774688,10428968
58,79461,137221488,39646,17707467690,457536843,10945501
59,62692,145421370,34356,17641175486,457482697,10334500
60,62175,142181900,34676,17647051696,487824113,10471265
61,63116,155564587,39796,17606385601,472849080,10642160
62,61930,139368713,35724,17656676327,458796149,10413365
63,80919,241671359,42268,17695782528,461351014,10605387
64,63256,238027539,42664,17667270460,472109310,10392637
65,60557,226389597,35104,17935550903,461454720,10461783
66,62426,216645054,40851,17556970937,459340385,10451111
67,73163,228110821,46038,17696236709,457485562,10556370
68,61526,150187931,35959,17582208098,475870603,10438047
69,61950,142367304,35514,17658669391,456510284,10406823
70,63043,133759823,36878,17754204403,458662282,10455746
71,76159,227415762,39930,17989074964,458180680,10796129
72,61276,142848254,36318,17666234143,482419177,11278631
73,60135,234985595,32406,17595145324,458146366,10889810
74,62293,138551363,36394,17613582007,457751016,10633328
75,63667,235165214,38615,17687038423,457544929,10467138
76,63197,149764876,35154,17570129816,472724401,10740376
77,61509,155166262,38331,17615490375,456121330,10338185
78,76857,133875776,39776,17618710119,463730253,10550863
79,62177,148089342,36266,17671717585,458148289,10370780
80,62404,142292556,34380,17702335142,479230227,10455638
81,62507,133723873,35649,17635075530,491426209,10650943
82,82851,145581182,41140,17650000525,457140171,10444539
83,62960,138635103,37446,17677878445,459049248,10676956
84,62133,136360260,34369,18882881652,493695818,9463544
85,62601,151251400,34559,17637055763,471677628,10300761
86,62865,140497076,35459,17582095305,453968135,10290641
87,75174,211640354,50379,17692807883,458079661,10598298
88,61691,231608080,35157,17647003314,457998152,10478919
89,63504,140768106,37200,17733699644,459084776,26250425
90,62279,142640834,36428,17746949108,477790697,10507138
91,72999,229990984,36732,17839468301,456483376,11191723
92,61340,231210152,36252,17574471199,456151043,10446650
93,62986,138243879,36376,17653176126,459246218,10391607
94,62198,151514010,34720,17685830395,482925455,10408770
95,61180,137608216,37492,18196555297,480457643,10784845
96,73797,130134949,39626,17739434311,456417026,10623105
97,62798,273286798,37045,17648966820,460651342,10453009
98,61820,147303560,35493,17739051336,456803659,10320756
99,81440,150382338,40008,17681188503,477811100,10494114
100,61181,173726389,36109,17760116948,477015053,10518065
