i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,271846,236080723,33378,13136998311,324774178,8700682
2,54821,140451573,32295,13790299495,338806509,9667482
3,55210,225610521,34193,13678681338,334429719,9684579
4,69799,132289302,36889,13781031841,347621142,9652128
5,55848,132124531,36757,12911250980,320618361,8690896
6,59166,214067825,31703,12877760505,320936458,8591467
7,55400,135325076,32431,12944566380,321412102,8600667
8,54529,140544637,37801,12972363968,322140152,9084217
9,74619,154950630,37912,13060438664,345123074,8834417
10,56484,140446893,33967,12993427084,322603492,8704530
11,54205,154684498,32290,13023276584,320026814,8601358
12,56267,135971743,36659,13461863481,321217829,8650919
13,71888,164621919,52226,12930087545,321031063,8658726
14,55366,175741690,32394,13704906812,322375809,8770449
15,57169,130364452,35819,12894936930,321463549,8746032
16,54450,140358236,32608,12936311483,322115659,8682517
17,56452,165975120,42386,13004622442,340764166,8704446
18,54973,140390647,33953,12991990416,322137922,9102289
19,60576,140600571,34276,13014874961,322497975,8664736
20,54286,135105476,33430,12942960082,321012416,8662096
21,54790,206832862,33444,12935313676,322517766,8643394
22,70563,136398990,33035,12891502860,361366428,9159136
23,52998,215421102,32103,13101086250,323254694,8954936
24,55947,143832350,37867,12921630531,342061170,9213391
25,54831,142855903,32706,12989861701,323677879,9293026
26,55296,138959481,33323,13002020997,321775750,8697924
27,56140,215720596,38247,12952556679,323056671,9137504
28,56405,212947449,37217,12922848544,320993258,8754175
29,56203,208871559,36033,12936218134,322146484,8941650
30,53170,142074373,31948,13062488450,320813763,8695241
31,55197,232952833,32841,12971482755,323578054,27459492
32,56027,138405095,38911,12995041559,321385885,8625559
33,55199,224008063,32911,12961963112,321093022,9360383
34,56527,187390677,44104,12975590102,321558632,8675931
35,55620,138650703,32254,12920078746,321337989,8674522
36,56584,141743499,43135,12923193228,346578948,8752393
37,54451,140546119,33077,13329436596,322342743,8731305
38,54255,140162983,33394,12958202719,326065499,9145514
39,71230,131469903,40717,13851994675,350367219,9756198
40,55103,210490088,32959,12960099361,321255018,9043321
41,54817,139270821,33915,12942962795,322263785,8695962
42,55765,141173669,34132,13011481515,322877153,8922218
43,90943,159862996,49410,13061242377,323007527,9048522
44,56477,222773697,32885,12939424800,322582249,8691394
45,58323,133010695,34091,12925319952,321393757,8931955
46,54054,139834913,32109,12928313297,321270424,8672473
47,77157,216855536,32836,13083651592,347541445,11004664
48,56056,225780617,37013,13163387840,322094946,8665740
49,54238,134127644,32541,12926399826,321844942,8651433
50,54994,214340757,39728,13914602699,337594023,9281237
51,60158,237036245,36559,12936333061,339694528,8725198
52,69755,141421818,41463,13119977893,321620534,8777689
53,56201,145026973,33787,12939963330,320720713,9072409
54,55261,135748097,32197,12956358864,322750697,8706637
55,53144,137163623,32799,12905687594,320948561,8692766
56,54865,140753082,32833,13021044210,332208434,8720380
57,74700,143666106,42919,13081721704,324606850,9188763
58,57048,130877499,32782,12943256684,321503538,8646380
59,58874,202546953,32864,13756254434,341059581,9690762
60,56494,143183231,33443,12975037092,340832360,8676375
61,57142,138865366,37746,13815292737,336408830,7806840
62,54162,134987815,32396,12913842638,323918563,8609362
63,54761,200489757,31396,12955396636,321589630,8888609
64,55142,142522408,32144,13005822674,344609061,8728318
65,54420,140508193,32957,13038161506,321582191,8760795
66,54685,211052618,33032,13589420800,321408872,8632776
67,54077,137231898,32400,12910549909,321264998,8614720
68,70917,142700625,40734,13034864320,321905127,8766213
69,55453,215026421,32566,12957071869,321184389,8641582
70,55994,200370414,32857,12925048650,321781219,8619859
71,58350,220338461,37081,12927471064,321347322,8694044
72,65011,155041856,33748,13344922812,323595518,8657638
73,54814,136380073,32775,13519806996,322472238,8862632
74,55168,210795892,31594,13057880314,321360461,9058361
75,55845,223679836,33301,12998857879,346280798,8721426
76,66136,138203407,42104,13067310420,321212899,9045562
77,54503,142534164,32313,13137712521,323484731,8742705
78,59240,136758285,32050,13790885761,340726739,10703159
79,55425,155330465,33599,13029415795,320963139,8652593
80,74559,138105118,36172,12986992009,321549579,8744684
81,54569,135102935,34827,13071713981,321514970,8772806
82,56681,155067785,32753,12933908093,343932541,8809190
83,55249,156286524,32104,13106215587,323497975,8698607
84,68786,135326981,40366,13036310715,323744581,8984420
85,60516,142317799,37708,12974764543,344688887,8747958
86,55365,142626578,33303,13047068125,322551205,8606357
87,55687,134679081,37419,12916469757,320633900,8645311
88,69275,185461326,34839,13510176771,367606480,9049858
89,54962,221002894,32435,13010694304,325683716,8629415
90,55352,206113731,36713,13006234098,322207527,8610832
91,58403,132761595,33652,12963686852,322203614,8955589
92,69365,223140059,41853,13264336219,323496558,9094415
93,54606,146796123,33834,12966734201,323219659,8644315
94,54414,134222553,42902,13905353942,336693696,7805323
95,54567,157033861,34472,13045412502,322138838,8614949
96,74612,225062785,48549,13015207278,322132953,8902369
97,54919,203538890,42133,12932112126,326146045,8686302
98,54893,141085155,33984,13021979958,320884819,8611936
99,55992,134959553,32570,13133755251,322362802,8643359
100,53198,134866505,32887,12905835241,320999603,8615999
