i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,618393962,1629621958,526572415,29454138580,1024444968,355560543
2,149302,91574308,74446,28764557816,368114638,10506679
3,135177,168199282,62036,30252786289,259596940,10614099
4,149605,250884555,69037,34712144739,369547194,10319136
5,146757,174099052,71799,34641980687,371739787,11147017
6,154171,168406759,66507,34821299008,368470775,10347978
7,128823,168137724,70369,34751474886,366181758,10443463
8,137003,163480096,62023,35057800910,367226558,10426418
9,132062,168028140,59140,33129163409,378430730,10873811
10,112776,159122633,57838,33254673852,383614800,10256737
11,141161,178926872,62625,33247703728,367803755,10258615
12,115531,148425254,58647,32904106730,364211071,10835543
13,147570,233262675,63583,33858249177,412764196,10160850
14,98609,249551625,49018,33575350920,388734787,10820155
15,123882,177985132,69320,33861674616,422715752,10426074
16,105645,279123819,57919,33870185212,367553869,10229926
17,113208,162090966,50318,34186211035,365024216,10321305
18,98224,158924212,59044,32959682569,383444080,10425889
19,126705,164150355,55764,33114157488,366491798,10375123
20,99156,252807714,48375,32979847566,365295838,10013803
21,125909,222781876,60681,34239154790,368059716,10827133
22,99339,229349438,50027,33439856940,372193288,10162324
23,114680,162265171,56516,33499235079,365101772,10309477
24,114813,171359232,54965,34028515501,365132395,11037876
25,109813,160400824,60652,33405810773,418703349,10163956
26,116511,170002649,49461,31857479196,363096101,10223458
27,113010,144449538,55836,30114297778,375533986,10114347
28,99151,157790565,56746,30218592148,370896380,22155492
29,98100,184106253,51434,29710680724,368857871,10069334
30,119475,155020510,62554,31468917126,363805625,10168891
31,98009,172775529,50244,33969212672,367184331,10017584
32,96472,148228245,48664,34041595088,363972560,10072478
33,97913,149668104,59172,34528326990,391131704,10532401
34,117388,152972816,59750,34321879639,390777345,10403690
35,116703,244508148,54008,34244391593,366771557,10185970
36,108273,148296856,59171,34028313309,365243534,10297173
37,121313,171474493,53998,34478948663,363550564,10245669
38,112291,170720542,50772,34395213540,366645010,10180337
39,121940,144152122,64903,34430012190,387587308,10586363
40,113441,154033100,63496,34507272726,428675188,10291966
41,109649,239307777,50769,34503130319,410607748,25167051
42,120179,144095456,60522,34517187659,369133191,10462621
43,123539,270008155,49435,33083890660,366095898,10273859
44,98751,153484842,53103,33032164413,365558861,10090576
45,112371,150072781,53853,35543890465,388010682,10475780
46,97680,154854339,54582,33018154403,388108892,10442558
47,116065,223830520,51526,32863748597,383891251,10142086
48,111543,149438390,62503,33018933906,369731381,10326443
49,126886,149470668,51207,33174327800,370069626,10060720
50,98575,186808302,48486,33000695541,364975286,10067773
51,114141,151316852,55771,34765182455,365338108,10195576
52,120676,144824696,60779,32882263897,384866626,10513110
53,97164,262395701,54221,32865727969,377859749,10098349
54,108383,179472364,57655,33005608537,369261805,22118860
55,126974,146968097,49849,33176577504,368900212,10083954
56,99456,151012453,52491,32929219283,367547070,10002198
57,98088,149669241,53416,34613303923,374675393,10464324
58,95864,149880128,47671,33597268307,364147969,10540734
59,112690,154139392,58691,33084735669,388104846,10736232
60,96606,157424829,50317,32896764016,383547166,10063222
61,97428,152053132,50041,33496439083,389535626,10970559
62,123834,232090646,54706,32950550805,367776001,10191041
63,96630,150229330,47626,32996050489,366433491,10265841
64,108523,148747450,58622,32864380183,365536004,10151037
65,118461,154263193,56155,33112329120,386190732,10475032
66,97645,152483371,49700,32834732019,380905966,10084778
67,109532,152286175,53824,33007960481,375056983,27256197
68,100007,148893627,50235,33596283821,364220441,10283984
69,101944,174203280,51080,32987484926,365061347,10123632
70,113934,151828549,52811,32875798709,363974602,10199791
71,96064,158296425,54459,33101964579,367388762,10394141
72,119360,183732360,59087,34263759245,389498796,10256282
73,108004,150063634,56455,33939552552,390411585,10183359
74,98514,220985180,50551,35220951120,387742949,10097511
75,97964,149670392,49571,33024565362,366759398,10247782
76,128466,152193724,50186,33066594661,369173463,10215779
77,96515,235367135,48922,32981623752,364500306,10130372
78,99055,179253847,65919,33020698754,390082607,10551368
79,114147,181365690,58021,32968312762,381604342,10211625
80,98544,153800865,52009,32940278487,375971128,27180996
81,97483,232908659,49510,32853066106,364876865,10072594
82,116474,173166501,53685,32881408729,376829972,20161730
83,96054,156354652,49588,32975018745,364653637,10035341
84,106758,164121615,62243,32904537287,368817657,10135455
85,99709,148337968,53513,33832577766,387355911,10053892
86,102029,151208374,52369,33784130587,366860670,10082113
87,95927,149346995,52533,34112843586,370172674,10145152
88,96032,234365955,50282,34117781708,366800913,10050601
89,107269,150956698,49572,33314472638,361575894,10038259
90,96995,147874696,48633,33014935618,376439811,11168382
91,113996,153661580,54806,33081001366,367365245,10322208
92,96501,162966928,47134,32892080718,364306916,10030046
93,98830,226793596,48215,32950322305,365247211,10031626
94,118045,149816855,50686,33110539234,368245796,10293565
95,98357,235373823,50518,33010898591,370055660,10159136
96,98131,154282015,48029,32912550743,379903193,10086352
97,109392,153134512,59267,33015545864,384397922,10227526
98,99471,144430481,48638,33058973054,378556739,34200333
99,97907,150659501,50285,32962273891,364401780,10001740
100,112226,155071160,49588,33575250266,387388346,10583015
