i,sstep,lambdastep,gammastep,wstep,loss
1,783079,28864560,355301238,5145921,56356
2,1617977,82242121,364880476,5190386,61963
3,1299920,89715203,394501537,5447002,63551
4,1304059,26218410,407800481,5226791,56711
5,1636547,95075000,409003415,5290866,86659
6,1332422,138335416,386431151,34100535,54911
