i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,31474,134647,4853,846976,171110,74546
2,20062,129430,3945,741652,176468,68770
3,9992,140382,3719,730919,186740,65997
4,10027,199230,3796,707268,183706,67959
5,9643,284400,3511,1011623,192602,79623
6,10079,131592,3286,763538,190593,46091
7,9180,271817,3479,811078,198632,75601
8,9691,12425319,5373,873876,195502,315761
9,10219,135236,3825,813515,190848,45407
10,9949,137343,3546,782471,198973,52763
11,9449,142041,3256,769313,212692,42448
12,8882,124341,3420,717867,183599,43569
13,9510,130131,3651,717472,185692,47160
14,9402,129918,3418,717855,185310,42795
15,9232,131506,3535,714159,169532,43341
16,9064,130694,4070,721226,178990,46733
17,8828,138872,2974,698006,184747,43417
18,8627,128726,3614,697204,182857,41419
