i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,410047,405732,13515,2232979,285085,82045
2,255319,382954,9389,2060067,291171,77290
3,47200,969824,9531,2391933,301646,158645
4,46152,687805,8977,2971738,286262,484888
5,25548,446324,10438,3045987,7311535,84598
6,23988,423043,10022,2089366,313759,77289
7,22108,392331,8694,1983534,282690,77395
8,22302,379379,9281,1984845,286572,81836
9,22105,379861,8304,1972370,296194,77905
10,22198,407240,9802,1976927,333066,68838
11,22451,406576,8639,3466391,318240,77764
