i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,154067,266569,7593,1440998,266254,65101
2,229557,241587,7845,1376701,235196,54857
3,31793,407361,6974,1354394,252046,100386
4,15491,235801,5547,1422621,220669,59854
5,16640,234185,7075,1371313,246555,56560
6,16422,252320,6625,1693103,10192727,76531
7,32592,248640,8329,1341896,237750,71261
8,16334,255124,7295,1349522,245501,69752
9,32546,251363,6032,1342027,242146,70732
10,15693,250452,6088,1337653,258121,69191
11,14590,236363,5572,1267517,228655,60749
12,14810,233553,6839,1367413,229816,59701
13,15244,245171,7256,1372584,244570,59048
