i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,16501,87133,4722,385992,242426,53857
2,59077,79329,2600,513524,238527,39238
3,6354,64335,2862,361423,191628,37803
4,6180,64012,2094,359780,175120,38505
5,6405,70900,2512,371505,176511,39400
6,5988,70040,2637,413290,174338,39266
7,5770,65365,2809,395752,259212,38959
8,5829,61185,2194,357739,171970,37907
9,5745,59350,2015,389714,161834,36065
10,5584,60114,2012,329637,162681,34983
11,5676,59163,1800,324356,158256,35371
12,5467,61121,2470,341540,175276,37452
13,4999,62143,1738,322847,215762,34547
