i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,19502,728765,7680,1998740,17516462,75373
2,63495,726095,8815,1872850,18148993,67162
3,55194,708518,14559,1828814,17803140,72349
4,81269,1618587,8985,1915963,17319589,70249
5,28145,756613,8748,1875762,17374476,64675
6,28609,698296,7598,1829930,17679799,72308
7,28639,728693,7717,1847966,17578268,65197
8,28672,722552,7481,2705272,17513724,68395
9,28081,690525,7709,1822247,17322623,68917
10,27628,742766,7714,1843026,19130324,105095
11,32807,1107445,8124,2357769,20858708,79539
12,28404,735872,11405,3065646,17499152,66645
