i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,10985,317544,5120,981608,15314962,47892
2,16304,319673,5606,826058,15897065,65600
3,15540,325718,4557,882212,16642627,49937
4,15515,325823,4802,826634,16214763,47886
5,15522,333187,4355,811877,15834155,49478
6,15203,334222,4426,825274,15932408,49456
7,15734,1237459,5041,912346,15406084,46984
8,15365,324437,4157,816717,15354582,47849
9,15480,318740,5296,1015442,15871681,48880
10,16184,327750,4195,823896,15425177,48569
11,15451,325605,4032,826400,15412135,47151
12,15490,319997,4522,826682,15367413,48504
