i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,10142,198975,7991,541275,25424133,45799
2,11361,220676,5943,516201,23844578,44029
3,11098,206497,4797,521947,16447324,45096
4,11076,235183,4170,600500,15495947,43428
5,9678,212294,3121,504267,15573936,43664
6,10287,203997,3802,496707,14984794,43611
7,10547,198217,3592,502325,15381687,43121
8,9986,200670,3763,495053,15368962,43493
9,10095,235897,3365,522781,15266226,49356
10,9601,196527,3573,476204,15286172,42084
11,9684,203650,3499,482996,14792097,42695
