i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,466722,1116886,30221,36144453,7450590,537616
2,896291,3540643,17994,14393425,7272289,535009
3,336126,1066156,16676,11766475,9156904,525986
4,169263,1054975,27833,12026049,9816817,510063
5,202690,1039523,14129,13284423,7230850,507882
6,202112,1070127,16406,14135715,7239762,511220
7,200944,1073484,16784,13340984,9550550,504309
8,167766,1214370,18237,11679063,9671125,625165
9,218319,1086095,15967,14960905,7201265,539206
10,204897,1084037,16180,12985656,7239647,519749
11,202166,2530493,18278,14007914,7240495,498650
12,174453,1080556,26176,11999944,9618960,493151
13,168806,1076661,16909,11661711,8962738,509947
14,207877,1089581,27581,13974620,7239343,497208
15,203752,1083575,16753,13274192,7250481,2573461
16,167898,1085014,16738,11878897,8923146,512505
17,166340,1088403,31290,11941130,9659056,501465
18,205014,1089009,27196,13092125,7202969,489689
19,201444,1091922,26526,13939718,7229800,500587
20,200711,1093216,16432,13225705,9474745,508448
21,167556,1107486,16526,11660075,8942082,501744
22,202606,1107781,16989,14368696,7195993,518332
23,203507,1093343,17157,12941037,7242763,510502
