i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,797664,1441308,35734,36874296,7119559,2689747
2,1528690,1438086,30972,17377805,10063781,686294
3,260592,3581934,31412,17851772,6935293,588761
4,222196,1443181,30556,16184356,9584718,598242
5,483965,2825187,32415,18172856,6942995,637675
6,218018,1453937,30949,16194441,9619602,635217
7,261541,3491964,33204,17404022,6948419,591935
8,217971,1466071,31415,16182558,9557045,607600
9,262471,2818380,32982,18097397,6942896,648293
10,218468,1473851,32087,16148923,9593947,673438
11,266116,3474338,32870,17345416,6947688,612370
12,218381,1486049,31183,16409837,9570017,670000
13,264262,2835176,32297,18018772,6955708,651105
14,222460,1481049,31014,16275476,9607438,654997
15,263255,3519058,32523,17698024,6952183,609253
16,217390,1466748,30613,16162123,9573918,632833
17,262983,2814868,31518,17922270,6972540,652265
18,218083,1466946,31295,16160064,9617722,616107
19,266915,3506355,33026,17372439,6960560,667952
