i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,116020,863538,15162,8845794,17273209,664889
2,236731,744462,12218,8346073,8985215,443305
3,112286,711565,22781,7812195,7848061,421836
4,114567,703331,11518,8092098,8233849,419076
5,113232,683849,10671,7689076,7506948,378441
6,113305,2824920,12147,7999078,5946329,391406
7,113695,2184730,12563,7682001,5960086,392058
8,113642,731509,11602,7995397,5991218,2381621
9,113141,736434,11461,7684794,5973231,395057
10,162182,722949,21681,9379778,5976686,395048
11,162034,728903,11719,9676543,5974786,399716
12,158329,726608,11601,9082979,5975809,393317
13,159924,718381,21561,9965456,5973586,388284
14,158281,708810,21550,9077308,5973807,390997
15,158875,736187,12075,9935912,5980542,389562
16,158062,715286,21874,9110609,5969069,395270
17,159824,728793,11721,9933663,5967455,402789
18,158364,736251,12071,9092320,5961231,385686
19,157712,726095,12395,9972072,5939332,389231
20,158968,719462,21407,9200717,5935686,390160
21,158638,735825,12307,9948706,5945354,393773
22,111938,729463,13641,7702009,7402266,398030
23,112587,740327,11756,8002002,7945781,392808
24,112026,721454,13202,7710311,7357351,384583
25,112877,737885,11668,8201047,7935458,405586
26,113426,731122,13070,7709830,7351791,385612
27,114082,735702,11747,8003963,7949240,386855
28,112706,721929,12515,7696168,7345845,407940
29,114385,728677,12077,7994179,7920151,386183
30,114086,730826,12466,7679283,7325254,388861
31,113566,718130,11700,8083086,8059287,398316
32,113742,727043,13582,7675729,7314798,388739
33,113904,706692,21587,7961361,7873819,385088
34,113333,731731,13429,7669698,7304603,393877
35,113285,725879,11543,7950769,8478884,386678
36,113256,2112364,13664,7679314,5929970,387752
37,113691,2707446,11851,8117448,5959117,385572
38,113554,757703,11505,7666252,5984515,1743199
39,113597,737841,11843,7970314,5904197,405600
40,157541,746971,12168,9636438,5975018,401350
41,157399,740552,12320,9327610,5982986,394572
42,159105,738331,11973,9686061,5972007,390115
43,162838,738974,12196,9061419,5967689,394226
44,160144,719029,9856,9961754,5997085,382759
45,159824,741022,11689,9095155,5970136,394242
46,164194,734233,11935,9959429,5986116,401526
47,160525,739255,11902,9108705,5945665,385501
48,161321,745107,11413,9991661,5962424,387787
49,160398,738869,11868,9133906,5947752,394129
