i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,137789,912810,16958,10201709,6808321,524665
2,184397,879877,13207,19536013,6526208,479391
3,132942,854082,13486,9341191,9180565,469281
4,134205,876188,12649,9033467,6385146,464622
5,198542,854129,12486,11213529,6310519,479222
6,131935,856050,13727,9409066,9195319,440558
7,132719,842660,12497,9005580,8297007,461565
8,132424,876820,16880,9289778,6340992,439807
9,202400,853657,12389,11435765,6283730,442181
10,175338,852142,12737,11323995,6340172,456217
11,132515,840892,13024,9260175,8932673,446503
12,132906,869487,13123,8953487,6247076,449514
13,198893,856766,12095,10977929,6385291,462202
14,174346,849712,12144,11782933,6342450,468259
15,132869,853272,12370,8985293,8258747,442703
16,133341,867769,12368,9271866,6578912,447535
17,201131,848673,12378,11391945,6360679,447816
18,175348,850227,12091,11210715,6262088,452201
