i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,2280895,1787587,42653,25910915,14312316,652018
2,340763,1773702,39574,22852728,12545055,646896
3,338020,1772697,40609,22742880,10295845,2534613
4,286298,1819725,33322,23685915,10289264,688421
5,350773,1804775,46905,22395206,12648000,635189
6,342610,3194713,41957,23052348,10295301,636544
7,332156,1793497,41101,23294756,10310294,639006
8,385495,1796125,40825,24724435,10223871,629791
9,348656,1807140,42920,22259874,12631066,648111
10,369080,3735695,41562,22754142,10330039,654376
11,322167,1786711,41955,23337591,10321268,648388
12,345031,1788865,40366,22267159,12733621,642335
13,343327,1773996,39732,22655067,11918406,640489
